Title,URL,Likes,Views,Comments Count,Description,Published At,Channel ID,Channel Title
Man dies after Southeast DC shooting | NBC4 Washington,https://www.youtube.com/watch?v=h5c1UyoDDxk,124,11965,34,"A man was found shot near 16th Street and Kentucky Avenue in Southeast D.C. Monday morning. Police said the man was reported not conscious and not breathing. Police say the suspect took off in a black Mercedes. News4’s Mauricio Casillas reports.
_______

NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. The station leads the market in providing timely and breaking news and information in text, video and graphics across more than 15 platforms including NBCWashington.com, the NBC4 app, NBC4 streaming news channel, newsletters, and social media.

FOLLOW & STREAM NBC4 WASHINGTON

NBC4 News Streaming channel: https://www.nbcwashington.com/watch/
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Pluto TV, Freevee, Google TV, TCL, Local Now, and Samsung TV Plus.

More here: https://www.nbcwashington.com/watchlive/
Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
X: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2024-10-22T13:32:24Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
Homicide investigation underway in Southeast DC,https://www.youtube.com/watch?v=NXRTNjBlAng,6,529,0,DC Police are investigating two overnight shooting in Southeast.,2023-06-25T12:07:52Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
DC surpasses 100 homicides for 2023,https://www.youtube.com/watch?v=O0Z2XRCHIRI,40,6740,23,"Washington, D.C. has now surpassed 100 murders in the city this year.

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2023-06-07T17:20:13Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Real-time crime center to open in DC on Monday to combat crime | NBC4 Washington,https://www.youtube.com/watch?v=8tMfQQCV7o8,20,1845,5,"A new, real-time crime surveillance center will open in D.C. on Monday. News4's Aimee Cho reports.
_______

NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. NBCWashington.com is the market’s most-visited local television station website across all platforms.

FOLLOW & STREAM NBC4 WASHINGTON
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Freevee, Google TV, TCL, Local Now, and Samsung TV Plus.

More here: https://www.nbcwashington.com/watchlive/
Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
X: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2024-04-08T04:10:08Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
Suspect on the run after Foot Locker murder,https://www.youtube.com/watch?v=jIVCbUFh_ys,474,47550,330,"The search is on for a third suspect after a murder inside a Foot Locker near The Shops at Iverson mall. FOX 5's Bob Barnard has the latest details from police.

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-10-11T21:34:38Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
D.C. man gets 50 years for killing man at Branch Ave. gas station,https://www.youtube.com/watch?v=6p_4eUWr6t4,2509,963288,494,"D.C. man gets 50 years for killing man at Branch Ave. gas stationhttp://www.wjla.com/articles/2014/12/d-c-man-gets-50-years-for-killing-man-at-prince-george-s-county-gas-station-109729.html

_______________
Stay up to date with our social media:

WJLA on Facebook: https://www.facebook.com/wjlatv/
WJLA on Twitter: https://twitter.com/ABC7News
Subscribe to WJLA on YouTube: https://www.youtube.com/channel/UCfIjR00qhYUFkbWIugAAbGg/?sub_confirmation=1

Daily News Playlist:  https://www.youtube.com/playlist?list=PLSvyoe-YmPKDGkW96ly8Qt_JR67erE_zt

For more information, visit https://wjla.com/

Have a news tip? Send it directly to us: 

Email us: newsdesk@wjla.com
Call the Newsroom: 703.236.9480

WJLA is the local ABC affiliate for the greater Washington DC area. From our studios in Arlington, VA ABC7 covers national and local news, sports, and weather.

#WJLA #abc7news #DCNews",2014-12-12T00:27:39Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
Homicide suspect escapes from Washington D.C. hospital,https://www.youtube.com/watch?v=eFjJgzK3o7w,1,208,0,"The search is underway for the suspect, after police say he asked to be brought there for an old injury on Wednesday, but then took off.",2023-09-07T22:29:22Z,UCVKYCeuR3OyO-M2rfUXHDyg,KTVB
Police release footage of  deadly shooting outside strip club in Maryland,https://www.youtube.com/watch?v=Na7oV1HjE4c,467,141327,78,Police hope the video will lead to information about who killed 28-year-old Alex Lynch who was working at the club as a security guard.,2023-04-17T21:46:26Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
"Man killed after Southeast shooting, marking DC&#39;s 203 homicide in 2022",https://www.youtube.com/watch?v=y9WEFc17OZA,17,907,4,This marks DC's 203rd homicide in 2022.,2022-12-31T04:12:35Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
DC Police investigating first homicide of 2022,https://www.youtube.com/watch?v=rvPghS1LUlU,3,495,1,A man was stabbed Monday in Northeast DC.,2022-01-05T00:28:45Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
"Mysterious voicemail latest clue in D.C. quadruple homicide, house fire investigation",https://www.youtube.com/watch?v=O22a1qxhlDc,0,155,0,"Mysterious voicemail latest clue in D.C. quadruple homicide, house fire investigation

_______________
Stay up to date with our social media:

WJLA on Facebook: https://www.facebook.com/wjlatv/
WJLA on Twitter: https://twitter.com/ABC7News
Subscribe to WJLA on YouTube: https://www.youtube.com/channel/UCfIjR00qhYUFkbWIugAAbGg/?sub_confirmation=1

Daily News Playlist:  https://www.youtube.com/playlist?list=PLSvyoe-YmPKDGkW96ly8Qt_JR67erE_zt

For more information, visit https://wjla.com/

Have a news tip? Send it directly to us: 

Email us: newsdesk@wjla.com
Call the Newsroom: 703.236.9480

WJLA is the local ABC affiliate for the greater Washington DC area. From our studios in Arlington, VA ABC7 covers national and local news, sports, and weather.

#WJLA #abc7news #DCNews",2015-05-19T16:23:24Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
DC Police say they&#39;ve had previous incidents involving 2 twin teens charged with slaying 22-year-old,https://www.youtube.com/watch?v=czthGCgQlNA,242,34662,106,Jabree Mekhi Hawkins and Jamel Hawkins are both from DC. They are charged with the killing of 22-year-old Daquan Dockery at a Prince George's County mall.,2022-03-31T22:30:28Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Teen charged in three killings in DC,https://www.youtube.com/watch?v=XaeCNgmJVzU,626,109189,154,Police say 18-year-old James Mayfield killings started this summer.,2017-12-28T22:55:56Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
&#39;You don&#39;t have closure&#39; | Family members of homicide victims want answers as unsolved homicides inc,https://www.youtube.com/watch?v=27xqfSo2flY,14,1076,1,Ranel Marshall is among the growing number of unsolved homicide cases piling up on the desks of DC Police.,2022-08-06T03:55:15Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
"DC murders outpace COVID-19 deaths in July; police investigate after father of four shot, killed",https://www.youtube.com/watch?v=0sROOK9HAFQ,326,26007,255,"In the month of July, D.C. Police say there were 21 homicides. According to the most recent COVID-19 data for the city, 8 people died from the virus in July. STORY: https://bit.ly/2ViXb3E

Subscribe to FOX 5 DC: https://www.youtube.com/channel/fox5dc?sub_confirmation=1

FOX 5 DC is your number one news source for breaking news, live events, weather and more in D.C., Maryland and Virginia.

STAY CONNECTED:INSTAGRAM » https://www.instagram.com/fox5dc/
TWITTER » https://twitter.com/fox5dc
FACEBOOK » https://www.facebook.com/fox5dc

On the go? Stay in the know! Keep connected to DC, Maryland and Virginia news and weather by downloading FOX 5's mobile apps, and make sure to allow notifications to receive alerts: https://www.fox5dc.com/apps",2021-08-02T13:45:18Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
DC mansion murder case reveals new evidence including bloody baseball bat and bootprint,https://www.youtube.com/watch?v=W002RTHpfDU,60,14642,0,"Originally published on 11 June, 2015

Sign up for a free trial of News Direct's animated news graphics at
http://newsdirect.nma.com.tw/Reuters.aspx

----------------------------------------­----------------------------------------­----------------

Police have released new evidence in the quadruple homicide case of the Savopoulos family murder in Washington, DC, including a bloody baseball bat that was found in the same room as the three adult victims.

Savvas Savopoulos, 46, the wealthy CEO of American Iron Works, along with his wife, Amy, 47, and their 10-year-old son Philip were killed and their home was set on fire on May 14. The family's housekeeper, Veralicia Figueroa, 57, was also found injured and given CPR before she died at a local hospital.

The only suspect in the case, Daron Dylon Wint, 34, has been arrested and charged with first degree murder. Wint’s DNA was found on a pizza crust at the scene of the crime, and one of the victim’s blood as found on his shoe. Although he is currently the only suspect, police believe he didn’t act alone.

Other evidence in the case includes video evidence of a suspect fleeing after setting the victim’s stolen car on fire. Initially police said there were no signs of forced entry at the house, but a broken side door window and bootprint were submitted later as evidence in the case.

----------------------------------------­----------------------------------------­----------------

Next Media Animation’s News Direct service provides daily, high-quality, informative 3D animated news graphics that fill in for missing footage and help viewers understand breaking news stories or in-depth features on science, technology, and health.

To subscribe to News Direct or for more info, please visit:
http://newsdirect.nma.com.tw/Index.aspx",2015-07-11T16:00:17Z,UCo-2gR7lMv3oxvzSuJafPJQ,News Direct
DC Police looking for suspect in Northeast DC homicide,https://www.youtube.com/watch?v=Vdg-BJMuEME,2,391,0,"The shooting happened around 1:30 a.m. Monday in the 6000 block of Dix Street, Northeast.",2023-09-04T21:16:07Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Homicide rates in D.C set to hit 20-year high | Morning in America,https://www.youtube.com/watch?v=5ga4Ql4j0rE,29,948,30,"Washington, D.C. city councilmember Trayon White is calling for the deployment of the National Guard to the city following recent violence in the nation’s capital. “Crime is out of control and getting worse by the day,” said White. “We must declare an emergency regarding the crime and violence in our neighborhoods and act urgently. It may be time to call on the National Guard to protect the children and innocent people that are losing their lives to this senselessness.”

Watch #MorningInAmerica: https://www.newsnationnow.com/joinus

#homiciderates #safety #NationalGuard

Start your day with ""Morning in America,"" NewsNation's live three-hour national morning newscast hosted by Adrienne Bankert. Weekdays starting at 7a/6C. #MorningInAmerica

NewsNation is your source for fact-based, unbiased news for all America. 

More from NewsNation: https://www.newsnationnow.com/
Get our app: https://trib.al/TBXgYpp
Find us on cable: https://trib.al/YDOpGyG
How to watch on TV or streaming: https://trib.al/Vu0Ikij",2023-08-10T13:09:27Z,UCCjG8NtOig0USdrT5D1FpxQ,NewsNation
Homicide investigation underway in Southeast DC,https://www.youtube.com/watch?v=NXRTNjBlAng,6,529,0,DC Police are investigating two overnight shooting in Southeast.,2023-06-25T12:07:52Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Court documents reveal new details about accused DC teen&#39;s crime spree across Baltimore,https://www.youtube.com/watch?v=sJ0TfXuJhAY,123,17782,68,"New information is being learned about the violent crime spree a Washington D.C. teen is accused of committing across Baltimore.

READ MORE: https://foxbaltimore.com/news/local/court-documents-reveal-new-details-about-accused-dc-teens-crime-spree-across-baltimore
_______________
Stay up to date with our social media:

Facebook: https://www.facebook.com/FOXBaltimore/
Twitter: https://twitter.com/FOXBaltimore
YouTube: https://www.youtube.com/channel/UC-H-L8u8PzzgdAzBLrqU6PQ/?sub_confirmation=1

Daily News Digest:  https://www.youtube.com/playlist?list=PLxLnRTTQfTjGrLqJJqi6qgKfY_LR70Q7y

For more information, visit https://foxbaltimore.com/
Have a news tip? Send it directly to us: 
Email us: news@foxbaltimore.com
Call the Newsroom: 410.467.5595

WBFF is a Maryland-based station and a FOX Television affiliate owned and operated by Sinclair Broadcast Group. 

#news #trending #breakingnews #Baltimore #Maryland #fyp #foryou #recommended #suggested #watch #crime #crimespree #teen #washingtondc #dc #court #documents",2024-11-12T00:14:00Z,UC-H-L8u8PzzgdAzBLrqU6PQ,WBFF FOX45 Baltimore
"Arrest made in DC&#39;s first homicide of 2024, police say",https://www.youtube.com/watch?v=KP6Lx3TpWPE,23,1445,2,"Jelani Cousin, 18, may be in court Wednesday.",2024-01-03T12:18:05Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
D.C. man gets 50 years for killing man at Branch Ave. gas station,https://www.youtube.com/watch?v=6p_4eUWr6t4,2509,963288,494,"D.C. man gets 50 years for killing man at Branch Ave. gas stationhttp://www.wjla.com/articles/2014/12/d-c-man-gets-50-years-for-killing-man-at-prince-george-s-county-gas-station-109729.html

_______________
Stay up to date with our social media:

WJLA on Facebook: https://www.facebook.com/wjlatv/
WJLA on Twitter: https://twitter.com/ABC7News
Subscribe to WJLA on YouTube: https://www.youtube.com/channel/UCfIjR00qhYUFkbWIugAAbGg/?sub_confirmation=1

Daily News Playlist:  https://www.youtube.com/playlist?list=PLSvyoe-YmPKDGkW96ly8Qt_JR67erE_zt

For more information, visit https://wjla.com/

Have a news tip? Send it directly to us: 

Email us: newsdesk@wjla.com
Call the Newsroom: 703.236.9480

WJLA is the local ABC affiliate for the greater Washington DC area. From our studios in Arlington, VA ABC7 covers national and local news, sports, and weather.

#WJLA #abc7news #DCNews",2014-12-12T00:27:39Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
Daron Wint Claims He Was Framed in DC Mansion Murder Case,https://www.youtube.com/watch?v=LmFCu814Hss,82,29631,48,The suspect's new lawyer is claiming his client was framed for the murders of the Savvopoulos family and their housekeeper.,2015-06-17T13:24:15Z,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News
Suspect in deadly crime spree in DC area is killed by police in Maryland: officials | NBC4,https://www.youtube.com/watch?v=UiGtak581Jo,758,65376,417,"Police say a man who committed a deadly carjacking and a string of crimes in D.C. and Prince George’s County over about 12 hours is the same man involved in a deadly police shooting in New Carrollton. News4’s Joseph Olmo reports.
_______
NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. NBCWashington.com is the market’s most-visited local television station website across all platforms.

FOLLOW & STREAM NBC4 WASHINGTON
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Freevee, Google TV, TCL, Local Now, and Samsung TV Plus.
More here: https://www.nbcwashington.com/watchlive/
Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
Twitter: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67

VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2024-01-30T17:31:00Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
Suspect caught on camera fleeing Washington DC homicide - Daily Mail,https://www.youtube.com/watch?v=X5Etwe0Xdv0,41,31726,9,"Officials are searching for the gunman who shot and killed a grandmother in the head in Southeast, D.C. Monday morning. D.C. police have released surveillance video of a gunman sought in the fatal shooting of a 68-year-old Vivian Marrow on the morning of Martin Luther King Jr. Day. Detectives believe a gunman, who had no regard for where he was firing, hit Vivian. The shooting took place just after 10:00 a.m. on a clear cold day within feet of a DC police crime camera which caught the shooting on camera.

Original Article: http://www.dailymail.co.uk/news/article-4134972/Horrifying-moment-grandmother-68-shot-dead-wheelchair.html
Original Video: http://www.dailymail.co.uk/video/news/video-1395273/Suspects-caught-camera-fleeing-Washington-DC-homicide.html

Daily Mail Facebook: http://facebook.com/dailymail
Daily Mail IG: http://instagram.com/dailymail
Daily Mail Snap: https://www.snapchat.com/discover/Daily-Mail/8392137033
Daily Mail Twitter: http://twitter.com/MailOnline
Daily Mail Pinterest: http://pinterest.co.uk/dailymail
Daily Mail Google+: https://plus.google.com/+DailyMail/posts

Get the free Daily Mail mobile app: http://dailymail.co.uk/mobile",2018-03-09T12:49:38Z,UCw3fku0sH3qA3c3pZeJwdAw,Daily Mail
Homicide suspect escapes from Washington D.C. hospital,https://www.youtube.com/watch?v=eFjJgzK3o7w,1,208,0,"The search is underway for the suspect, after police say he asked to be brought there for an old injury on Wednesday, but then took off.",2023-09-07T22:29:22Z,UCVKYCeuR3OyO-M2rfUXHDyg,KTVB
Southeast DC shootout caught on camera,https://www.youtube.com/watch?v=Dl15suooi3g,604,162857,186,A neighbor on Elvans Road in Southeast shared this scary surveillance video with WUSA9,2023-11-27T16:15:28Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
12-year-old shot outside McDonald&#39;s in DC; Suspect on the loose,https://www.youtube.com/watch?v=V2h5m0XLL24,60,6151,22,"The search is on for the person accused of shooting a 12-year-old boy outside a McDonald's in Northwest, D.C. FOX 5's Shomari Stone has the latest details.

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-10-01T02:41:13Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
"23-year-old suspect in Virginia triple homicide arrested in New York, sheriff says | NBC4 Washington",https://www.youtube.com/watch?v=PvMH5JdlLgc,251,19226,66,"Police in New York arrested a 23-year-old triple-homicide suspect from Virginia after a high-speed chase Thursday evening, according to the Spotsylvania County Sheriff's Office.
_______
NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. NBCWashington.com is the market’s most-visited local television station website across alls platforms.
FOLLOW & STREAM NBC4 WASHINGTON
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Freevee, Google TV, TCL, Local Now, and Samsung TV Plus.
More here: https://www.nbcwashington.com/watchlive/
Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
Twitter: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2024-06-07T12:10:54Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
"Man killed after Southeast shooting, marking DC&#39;s 203 homicide in 2022",https://www.youtube.com/watch?v=y9WEFc17OZA,17,907,4,This marks DC's 203rd homicide in 2022.,2022-12-31T04:12:35Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
DC Police investigating first homicide of 2022,https://www.youtube.com/watch?v=rvPghS1LUlU,3,495,1,A man was stabbed Monday in Northeast DC.,2022-01-05T00:28:45Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
"Mysterious voicemail latest clue in D.C. quadruple homicide, house fire investigation",https://www.youtube.com/watch?v=O22a1qxhlDc,0,155,0,"Mysterious voicemail latest clue in D.C. quadruple homicide, house fire investigation

_______________
Stay up to date with our social media:

WJLA on Facebook: https://www.facebook.com/wjlatv/
WJLA on Twitter: https://twitter.com/ABC7News
Subscribe to WJLA on YouTube: https://www.youtube.com/channel/UCfIjR00qhYUFkbWIugAAbGg/?sub_confirmation=1

Daily News Playlist:  https://www.youtube.com/playlist?list=PLSvyoe-YmPKDGkW96ly8Qt_JR67erE_zt

For more information, visit https://wjla.com/

Have a news tip? Send it directly to us: 

Email us: newsdesk@wjla.com
Call the Newsroom: 703.236.9480

WJLA is the local ABC affiliate for the greater Washington DC area. From our studios in Arlington, VA ABC7 covers national and local news, sports, and weather.

#WJLA #abc7news #DCNews",2015-05-19T16:23:24Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
DC mansion murder case reveals new evidence including bloody baseball bat and bootprint,https://www.youtube.com/watch?v=W002RTHpfDU,60,14642,0,"Originally published on 11 June, 2015

Sign up for a free trial of News Direct's animated news graphics at
http://newsdirect.nma.com.tw/Reuters.aspx

----------------------------------------­----------------------------------------­----------------

Police have released new evidence in the quadruple homicide case of the Savopoulos family murder in Washington, DC, including a bloody baseball bat that was found in the same room as the three adult victims.

Savvas Savopoulos, 46, the wealthy CEO of American Iron Works, along with his wife, Amy, 47, and their 10-year-old son Philip were killed and their home was set on fire on May 14. The family's housekeeper, Veralicia Figueroa, 57, was also found injured and given CPR before she died at a local hospital.

The only suspect in the case, Daron Dylon Wint, 34, has been arrested and charged with first degree murder. Wint’s DNA was found on a pizza crust at the scene of the crime, and one of the victim’s blood as found on his shoe. Although he is currently the only suspect, police believe he didn’t act alone.

Other evidence in the case includes video evidence of a suspect fleeing after setting the victim’s stolen car on fire. Initially police said there were no signs of forced entry at the house, but a broken side door window and bootprint were submitted later as evidence in the case.

----------------------------------------­----------------------------------------­----------------

Next Media Animation’s News Direct service provides daily, high-quality, informative 3D animated news graphics that fill in for missing footage and help viewers understand breaking news stories or in-depth features on science, technology, and health.

To subscribe to News Direct or for more info, please visit:
http://newsdirect.nma.com.tw/Index.aspx",2015-07-11T16:00:17Z,UCo-2gR7lMv3oxvzSuJafPJQ,News Direct
&#39;You don&#39;t have closure&#39; | Family members of homicide victims want answers as unsolved homicides inc,https://www.youtube.com/watch?v=27xqfSo2flY,14,1076,1,Ranel Marshall is among the growing number of unsolved homicide cases piling up on the desks of DC Police.,2022-08-06T03:55:15Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Arrest made in DC&#39;s first homicide of the year,https://www.youtube.com/watch?v=e9jaYevzntg,235,20172,57,DC police confirmed they arrested the person accused of killing a woman at a hotel on New Year's Day.,2024-01-03T04:24:37Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Injured 15-year-old charged with murder in Southeast DC triple shooting | FOX 5 DC,https://www.youtube.com/watch?v=tCAOiIWDfW8,82,12618,58,"A woman is dead, while a 15-year-old and a man are injured after a triple shooting in Southeast D.C. FOX 5's David Kaplan explains why the injured 15-year-old is now facing a second-degree murder charge for the incident. READ MORE: https://bit.ly/3krEIOG

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2023-01-19T16:55:20Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Homicide suspect escapes D.C. hospital with handcuffs still on wrist,https://www.youtube.com/watch?v=_dJR6s7t1CI,191,9822,9,"Police are still searching for a murder suspect who escaped a Washington, D.C., hospital after his arrest earlier this month. 

Full story: https://trib.al/s40CUhj",2023-09-18T21:30:39Z,UCCjG8NtOig0USdrT5D1FpxQ,NewsNation
