Title,URL,Likes,Views,Comments Count,Description,Published At,Channel ID,Channel Title
Inside the DC Mansion Murder Victims&#39; Final Hours,https://www.youtube.com/watch?v=IB3u1v2XMiI,510,89143,91,"Part 2: The night began with a home invasion while the family and their housekeeper were at the mansion.

Watch More on http://abcnews.go.com/
SUBSCRIBE to ABC NEWS:
https://www.youtube.com/ABCNews/
LIKE ABC News on FACEBOOK
https://www.facebook.com/abcnews
FOLLOW ABC News on TWITTER:
https://twitter.com/abc
GOOD MORNING AMERICA'S HOMEPAGE:
https://gma.yahoo.com/",2015-06-13T09:04:21Z,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News
New details in Washington D.C. mansion murder,https://www.youtube.com/watch?v=E_zz6fOuUro,24,6601,21,Horrific new details in a quadruple murder at a mansion just blocks from the Vice President's home in Washington D.C. CNN's Pamela Brown reports.,2015-05-20T21:22:15Z,UCupvZG-5ko_eiXAupbDfxWw,CNN
Man convicted of manslaughter in killing of 13-year-old in DC | NBC4 Washington,https://www.youtube.com/watch?v=vYoxd3pc3L0,475,27894,306,"A man who shot and killed a 13-year-old boy after he suspected him of breaking into cars in their neighborhood in Northeast D.C. last year was convicted on Friday of manslaughter and found not guilty on a second-degree murder charge. News4's Paul Wagner was in the courtroom.
_______

NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. The station leads the market in providing timely and breaking news and information in text, video and graphics across more than 15 platforms including NBCWashington.com, the NBC4 app, NBC4 streaming news channel, newsletters, and social media.

FOLLOW & STREAM NBC4 WASHINGTON

NBC4 News Streaming channel: https://www.nbcwashington.com/watch/
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Pluto TV, Freevee, Google TV, TCL, Local Now, and Samsung TV Plus.

More here: https://www.nbcwashington.com/watchlive/
Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
X: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2024-08-17T02:06:32Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
DC man guilty of manslaughter in shooting death of teen boy,https://www.youtube.com/watch?v=rG7N7G8_cY0,59,4060,111,"A jury reached a verdict Friday in the trial of Jason Lewis, the man who claimed he was defending himself when he shot and killed 13-year-old Karon Blake.",2024-08-16T20:06:39Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Dark Secrets Of Washington DC! | Murder Among Friends | Full Episode | Discovery Channel,https://www.youtube.com/watch?v=pp2MMaAIqro,805,45067,99,"In the shadowed streets of Washington DC, a seemingly tight-knit circle unravels with chilling consequences. When a murder strikes at the heart of this group, what appeared to be friendship is exposed as something far darker. As the murder investigation unfolds, the crime scene investigator discovers that every clue in this major crime points to a betrayal no one saw coming. This episode of the crime series dives deep into the intense crime and investigation, unravelling the complex web of lies and deceit that leads to a shocking truth. This isn’t just another crime documentary; it’s a pulse-pounding journey into Washington DC's most twisted murder case. Get ready for a suspenseful ride that begins and ends in the heart of Washington DC. Catch this gripping episode on Murder Among Friends, only on Discovery Channel.

Do not forget to LIKE, Share and Comment on our Videos

#washington #washingtondc #crimes #crimeshow #murderinvestigation #murdermystery #murderinvestigation #crimeinvestigation #policeinvestigation #darkstories #failymurder #discoverychannel #discovery #warnerbrosdiscovery  #mystery 

Watch the Full Episodes of Lost Essence of India season 2 - https://bit.ly/LostEssenceofIndiaFullEpi

Watch the best moments of Man Vs Wild with PM Modi and Bear Grylls - https://bit.ly/ManVsWildPMModi

Check out the Special Discover segment on Kashi Vishwanath Dham - https://bit.ly/KashiVishwanathDham

Check out all the promos of the new series - https://bit.ly/DiscoveryChannelPromos

Check out the Survival Lessons, Stories and Journey's into the wild:
http://bit.ly/SurvivalStories-DualSur...

Watch Animal Attacks caught on CAM: http://bit.ly/AnimalAttacksonCAM

Check out the Incredible Animal Species caught on CAM on Fierce: 
http://bit.ly/IncredibleAnimalSpecies...

Check out Nature's Rage caught on Camera:
http://bit.ly/WeatherGoneViral

Check out the best of Discovery channel in a nutshell:
http://bit.ly/BESTofDiscovery

Watch the Incredible stories of Modern India
http://bit.ly/StoriesOfModernIndia

Find out about what it takes, to be a Great Indian Factory http://bit.ly/2rzPAfq

Check out how Indian Brave-Hearts train and the vigorous skills required to survive in ""Breaking Point"" http://bit.ly/2DalTnK

Follow us on our Social Media pages
Facebook: www.facebook.com/DiscoveryChannelIndiaOfficial/
Twitter: twitter.com/DiscoveryIN
Instagram: www.instagram.com/discoverychannelIn/",2024-09-04T18:00:26Z,UCBLF5teKEUzTN5gZ2zgR0kQ,DiscoveryChannelInd
Nation&#39;s Capital: Murder Capital No Longer,https://www.youtube.com/watch?v=cgbzL3AxIxA,45,5671,0,"Once referred to as the nation's murder capital, Washington, D.C. has drastically cut the number of homicides and is on pace to have fewer than 100 this year, for this first time since 1963.  (Dec. 28)",2012-12-28T15:10:28Z,UC52X5wxOL_s5yw0dQk7NtgA,Associated Press
16-Year-Old Arrested for Another Teen&#39;s Murder in DC | NBC4 Washington,https://www.youtube.com/watch?v=5-0OLXetl6s,24,3120,12,"A gunman shot and killed 15-year-old Malachi Jackson on 13th Street near Columbia Road in Columbia Heights last month.  News4’s Pat Collins spoke to the victim’s grandmother.
_______

NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C., the country’s seventh largest television market. NBCWashington.com is the market’s most-visited local television station website across all platforms.

FOLLOW NBC4 WASHINGTON
Instagram: http://nbc4dc.com/3HxYkYH
Facebook: http://nbc4dc.com/iD1GvRQ
Twitter: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2022-05-11T15:42:38Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
Elected DC leader indicted for involuntary manslaughter,https://www.youtube.com/watch?v=IkR_ogztiNw,9,466,0,A grand jury has indicted a DC leader for involuntary manslaughter. Devon Lesesne is accused of driving drunk when he hit and killed 20-year-old Katherine Reyes,2022-10-18T22:13:24Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
DNA on leftover pizza helps police ID suspect in D.C. murder mystery,https://www.youtube.com/watch?v=VpvywyDiPAI,18,3959,40,"Police have named a suspect in a harrowing quadruple murder in Washington, D.C., blocks away from the vice president's home. Police say 34-year-old Daron Dylon Wint was involved in the torture of the Savopoulos family and their housekeeper. Wyatt Andrews reports on the disturbing details.",2015-05-21T11:35:27Z,UC-SJ6nODDmufqBzPBwCvYvQ,CBS Mornings
Video: Germantown gun battle caught on camera | FOX 5 DC,https://www.youtube.com/watch?v=44Be-AlMkcs,424,120447,54,"Montgomery County police have released Ring video showing a gun fight in a residential Germantown neighborhood. STORY: https://bit.ly/3gAd4L0

Subscribe to FOX 5 DC: https://www.youtube.com/channel/fox5dc?sub_confirmation=1

FOX 5 DC is your number one news source for breaking news, live events, weather and more in D.C., Maryland and Virginia.

STAY CONNECTED:INSTAGRAM » https://www.instagram.com/fox5dc/
TWITTER » https://twitter.com/fox5dc
FACEBOOK » https://www.facebook.com/fox5dc

On the go? Stay in the know! Keep connected to DC, Maryland and Virginia news and weather by downloading FOX 5's mobile apps, and make sure to allow notifications to receive alerts: https://www.fox5dc.com/apps",2021-06-17T00:32:56Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
"One killed, one hurt in Southeast DC convenience store shooting | NBC4 Washington",https://www.youtube.com/watch?v=BoWwxa0o2Zo,174,16435,42,"Police are searching for a suspect in a shooting at a convenience store in Southeast D.C. that left one person dead and another injured. News4's Paul Wagner reports.
_______

NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. The station leads the market in providing timely and breaking news and information in text, video and graphics across more than 15 platforms including NBCWashington.com, the NBC4 app, NBC4 streaming news channel, newsletters, and social media.

FOLLOW & STREAM NBC4 WASHINGTON

NBC4 News Streaming channel: https://www.nbcwashington.com/watch/
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Pluto TV, Freevee, Google TV, TCL, Local Now, and Samsung TV Plus.

More here: https://www.nbcwashington.com/watchlive/
Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
X: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2024-10-24T15:22:27Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
DC police caught in crossfire outside Southeast gas station,https://www.youtube.com/watch?v=9wLsZR2PXbU,308,69139,242,"D.C. Police continue to investigate a shooting that involved a couple of its officers taking on gunfire after reporting to a shooting they heard outside of a Southeast gas station, according to the department in a statement.

Officers were already in the area of the 5000 block of Benning Road, Southeast, on April 9, and rushed to the scene after hearing gunshots. When officers arrived, they took on gunfire from people inside a grey Honda Accord, said the department.

The marked scout car that D.C. Police officers were driving was struck multiple times by people that fired shots from the gray Honda Accord, said the department.

No officers or citizens were injured in this shooting, according to D.C. Police.

An additional vehicle that was not involved in the shooting and a gas pump also was struck by gunfire, said police.

» Subscribe to WUSA9: https://bit.ly/2lO8e2F

FOLLOW US ON SOCIAL MEDIA –
Twitter: https://twitter.com/wusa9
Facebook: https://www.facebook.com/wusa9
Instagram: https://www.instagram.com/wusa9

NEWS TIPS –
Email: newstips@wusa9.com",2021-04-15T00:06:53Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
"1 dead, 2 injured in Southeast DC shootings | NBC4 Washington",https://www.youtube.com/watch?v=SrFSOTG3G5Y,76,6238,15,"D.C. police are investigating two shootings that left one man dead and two others injured in two busy Southeast neighborhoods. News4’s Paul Wagner reports a woman was also beaten, and police said investigators are looking into the possibility the shootings are connected.
_______

NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. The station leads the market in providing timely and breaking news and information in text, video and graphics across more than 15 platforms including NBCWashington.com, the NBC4 app, NBC4 streaming news channel, newsletters, and social media.

FOLLOW & STREAM NBC4 WASHINGTON

NBC4 News Streaming channel: https://www.nbcwashington.com/watch/
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Pluto TV, Freevee, Google TV, TCL, Local Now, and Samsung TV Plus.

More here: https://www.nbcwashington.com/watchlive/
Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
X: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2024-11-08T23:51:09Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
RAW VIDEO: Wild shootout in Northeast DC captured on home surveillance video | FOX 5 DC,https://www.youtube.com/watch?v=K3RiJxu-yKU,117767,20837361,14554,"Home surveillance video obtained by FOX 5 captures the chaotic scene during a shootout Friday evening in Northeast D.C. FULL STORY: https://bit.ly/2N0qLmR

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2020-06-15T14:20:23Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Deadly double shooting in Southeast DC,https://www.youtube.com/watch?v=vcU2xDoxQc0,358,29372,222,POLICE ARE ASKING FOR YOUR HELP TO FIND THE PEOPLE RESPONSIBLE FOR A DEADLY DOUBLE SHOOTING IN DC.,2024-08-20T20:19:49Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
"Surveillance video captures 2 suspects wanted in DC armed robbery, shooting: police",https://www.youtube.com/watch?v=EHqHgbZK7P0,57,22134,37,"D.C. police have released surveillance video they say captured two suspects wanted in an armed robbery and a separate shooting in northeast Washington.

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2023-11-06T15:02:53Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Local award-winning chef is victim in double shooting | NBC4 Washington,https://www.youtube.com/watch?v=72RfFAsFvXA,458,40803,205,"Two people, including an award-winning chef, were shot in Hyattsville, Maryland and are expected to survive. News4's Paul Wagner reports.
_______

NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. The station leads the market in providing timely and breaking news and information in text, video and graphics across more than 15 platforms including NBCWashington.com, the NBC4 app, NBC4 streaming news channel, newsletters, and social media.

FOLLOW & STREAM NBC4 WASHINGTON

NBC4 News Streaming channel: https://www.nbcwashington.com/watch/
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Pluto TV, Freevee, Google TV, TCL, Local Now, and Samsung TV Plus.

More here: https://www.nbcwashington.com/watchlive/
Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
X: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2024-11-07T00:22:19Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
3 dead in multiple DC shootings,https://www.youtube.com/watch?v=uoxncSc1c5c,143,16440,47,"It's been a violent start to the week in the District, as police investigate several shootings in just 24 hours. At least three people have been killed. FOX 5’s Melanie Alnwick has the latest.

DETAILS: https://tinyurl.com/ylutly69

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-10-08T10:02:13Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
"$8,000 Reward Offered To Identify Suspects In Fatal Shooting In Northeast Baltimore",https://www.youtube.com/watch?v=JFAlwaz4TvI,10869,2091172,4658,"Just before 8 p.m. on June 26, a gray Honda Civic pulled into a parking lot. Four suspects got out and started shooting.",2022-07-07T23:30:03Z,UClYiny8IhDsIk5SivucNl7g,WJZ
Washington DC Archbishop Resigns Over Priest Sex Abuse Scandal,https://www.youtube.com/watch?v=A6-KOejU6wA,4,956,5,"Cardinal Donald Wuerl submitted his resignation over his handling of accusations of priest sex abuse, including reports involving his predecessor Theodore McCarrick. CBS2's Mola Lenghi reports.",2018-10-12T16:33:06Z,UCNZyLULUQBp5e9Q1cKtvk6Q,CBS New York
Washington DC archbishop resigns amid sex abuse crisis,https://www.youtube.com/watch?v=Ni_CAmgyYKU,2,328,2,VIDEO: REUTERS,2018-10-12T14:49:00Z,UC4p_I9eiRewn2KoU-nawrDg,The Straits Times
"D.C. police investigating string of sexual abuse, assault cases",https://www.youtube.com/watch?v=BrIQKO7aeeU,3,279,0,"Police are investigating a string of sexual abuse and assault cases where all the victims were walking when they were attacked in Washington, D.C.

MORE: http://bit.ly/2L52DMp

_______________
Stay up to date with our social media:

WJLA on Facebook: https://www.facebook.com/wjlatv/
WJLA on Twitter: https://twitter.com/ABC7News
Subscribe to WJLA on YouTube: https://www.youtube.com/channel/UCfIjR00qhYUFkbWIugAAbGg/?sub_confirmation=1

Daily News Playlist:  https://www.youtube.com/playlist?list=PLSvyoe-YmPKDGkW96ly8Qt_JR67erE_zt

For more information, visit https://wjla.com/

Have a news tip? Send it directly to us: 

Email us: newsdesk@wjla.com
Call the Newsroom: 703.236.9480

WJLA is the local ABC affiliate for the greater Washington DC area. From our studios in Arlington, VA ABC7 covers national and local news, sports, and weather.

#WJLA #abc7news #DCNews",2018-08-20T03:17:32Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
Juvenile victims allege sexual abuse at D.C. pool,https://www.youtube.com/watch?v=kYzE7V7Wd2Q,2,355,0,"ABC7 News has learned that another investigation into new allegations of sexual abuse at the popular Wilson Aquatic Center in Northwest is now underway. http://wj.la/18m8QNM

_______________
Stay up to date with our social media:

WJLA on Facebook: https://www.facebook.com/wjlatv/
WJLA on Twitter: https://twitter.com/ABC7News
Subscribe to WJLA on YouTube: https://www.youtube.com/channel/UCfIjR00qhYUFkbWIugAAbGg/?sub_confirmation=1

Daily News Playlist:  https://www.youtube.com/playlist?list=PLSvyoe-YmPKDGkW96ly8Qt_JR67erE_zt

For more information, visit https://wjla.com/

Have a news tip? Send it directly to us: 

Email us: newsdesk@wjla.com
Call the Newsroom: 703.236.9480

WJLA is the local ABC affiliate for the greater Washington DC area. From our studios in Arlington, VA ABC7 covers national and local news, sports, and weather.

#WJLA #abc7news #DCNews",2013-12-05T22:56:57Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
"D.C. police officer, pastor charged with sex abuse of teen",https://www.youtube.com/watch?v=sMtRYs_HXoM,17,3522,4,"D.C. police have charged an officer who is also a pastor with sexually abusing a teen girl who attended his church. http://bit.ly/18V4XlO

_______________
Stay up to date with our social media:

WJLA on Facebook: https://www.facebook.com/wjlatv/
WJLA on Twitter: https://twitter.com/ABC7News
Subscribe to WJLA on YouTube: https://www.youtube.com/channel/UCfIjR00qhYUFkbWIugAAbGg/?sub_confirmation=1

Daily News Playlist:  https://www.youtube.com/playlist?list=PLSvyoe-YmPKDGkW96ly8Qt_JR67erE_zt

For more information, visit https://wjla.com/

Have a news tip? Send it directly to us: 

Email us: newsdesk@wjla.com
Call the Newsroom: 703.236.9480

WJLA is the local ABC affiliate for the greater Washington DC area. From our studios in Arlington, VA ABC7 covers national and local news, sports, and weather.

#WJLA #abc7news #DCNews",2015-03-18T03:54:55Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
MPD Arrest Serial Sex Abuse Suspect,https://www.youtube.com/watch?v=aU4hWHUfG2g,0,1287,5,"The Metropolitan Police Department announces the arrest of a suspect connected to 12 sex offenses that occurred in the District of Columbia from 2021 to 2024. 

As a result of an extensive investigation by MPD's Sexual Assult Unit, detectives arrested 33-year-old Uwana Ubom of Northwest, on Wednesday, November 20, 2024.

Anyone with additional information about Ubom or any additional offenses is urged to call the Metropolitan Police Department at 202-727-9099 or text your tip to the Department's TEXT TIP LINE at 50411.",2024-11-21T16:52:12Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
"DC police officer arrested, charged with child sex abuse | FOX 5 DC",https://www.youtube.com/watch?v=l0pKuMFmBAY,81,4510,18,"The Metropolitan Police Department’s Internal Affairs Division has conducted an investigation and an MPD officer has been arrested and charged with First Degree Child Sex Abuse. READ MORE: https://bit.ly/3dwNpk2

STAY CONNECTED:

INSTAGRAM » https://www.instagram.com/fox5dc
TWITTER » https://twitter.com/fox5dc
FACEBOOK » https://www.facebook.com/fox5dc

On the go? Stay in the know! Keep connected to DC, Maryland and Virginia news and weather by downloading FOX 5's mobile apps, and make sure to allow notifications to receive alerts: https://www.fox5dc.com/apps",2021-12-09T04:38:21Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Trial for DC priest accused of sex abuse begins,https://www.youtube.com/watch?v=pkYnvr4k1CY,5,356,0,Trials began Tuesday for a Catholic priest accused of sexually abusing two members of his church.  Father Urbano Vasquez of The Shrine of the Sacred Heart in Northwest DC was charged with two counts of second degree child sex abuse in November.,2019-08-06T22:16:24Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
DC priest sentenced to 15 years in prison for child sexual abuse,https://www.youtube.com/watch?v=De4U1hnS_sc,4,406,4,"A now former DC priest will spend the next 15 years behind bars, for sexually abusing two children in his parish. MORE: https://bit.ly/2KMW8kk

_______________
Stay up to date with our social media:

WJLA on Facebook: https://www.facebook.com/wjlatv/
WJLA on Twitter: https://twitter.com/ABC7News
Subscribe to WJLA on YouTube: https://www.youtube.com/channel/UCfIjR00qhYUFkbWIugAAbGg/?sub_confirmation=1

Daily News Playlist:  https://www.youtube.com/playlist?list=PLSvyoe-YmPKDGkW96ly8Qt_JR67erE_zt

For more information, visit https://wjla.com/

Have a news tip? Send it directly to us: 

Email us: newsdesk@wjla.com
Call the Newsroom: 703.236.9480

WJLA is the local ABC affiliate for the greater Washington DC area. From our studios in Arlington, VA ABC7 covers national and local news, sports, and weather.

#WJLA #abc7news #DCNews",2019-11-24T16:05:14Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
DC preschool argues parents waived right to sue over sex abuse | FOX 5 DC,https://www.youtube.com/watch?v=OsqLPca_oIw,3,429,1,"Parents are suing a D.C. preschool over claims their children were sexually abused by an employee, but the school says those parents are not legally able to file that lawsuit. FOX 5's Katie Barlow reports. READ MORE: https://bit.ly/3Dt2XDQ

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2022-09-15T14:54:38Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
