Title,Summary,Date,Full_Article
video: overnight fire destroys home in northeast dc,firefighters put out a massive blaze at a home in northeast d.c. in the early morning hours tuesday.,"April 23, 2024 3:32pm EDT","washington-firefighters put out a massive blaze at a home innortheast d.c.in the early morning hours tuesday. the flames broke out at a house in the 1100 block of 48th street, ne around 1:30 a.m. on april 23.dc firesaid both floors of the two-story house, the attic and roof were consumed by flames. there were downed powerlines at the home and structural issues that made fighting the flames difficult. two additional engines were requested and the fire was finally extinguished. there were no victims inside of the home but a resident of an adjacent home was being sheltered in an ems unit. there were no displacements. the investigation into what caused the fire is ongoing."
"“today’s carjacker is your shooter tomorrow"": dc us attorney shares project safe neighborhood data","when the u.s. attorney for dc announced results of a two-year federal partnership targeting d.c.’s most violent offenders last week, he shared startling information showing that of the 127 cases taken-up under this “project safe neighborhood"" effort, more than half - or about 61% - were juveniles at first arrest.","April 23, 2024 1:22pm EDT","washington-when the u.s. attorney for dc announced results of a two-year federal partnership targeting d.c.’s most violent offenders last week, he shared startling information showing that of the 127 cases taken-up under this ""project safe neighborhood"" effort, more than half - or about 61% - were juveniles at first arrest. the average age of arrest was noted as 17-years-old. the u.s attorney matthew graves was asked about the data and said in part of his response, ""if you look at the medium age of a person arrested for armed carjacking it was, i think 15 last year in the district. whereas the median age of someone arrested for a shooting is, was around 29, right? but like when we look at everything, and we kind of look at it all together, it is today’s carjacker is your shooter tomorrow."" gaves went on to say that ""the stakes are really high"" for putting people on a different path, noting the outcome of the 127 cases federal partners had worked on. seeking more answers on how the city is responding, fox 5 reached out to the d.c. attorney general’s office. the d.c. ag is tasked with prosecuting the city’s youth. the ag also has the ability to petition a judge to charge a 15-year-old as an adult in certain, serious crimes. it would ultimately be the judge’s decision. read more:dc teens aged 13-16 arrested for multiple crimes, including attempted carjacking of grubhub driver a spokesperson for the oag told fox 5 it’s a tool the ag can use but has not done so yet. the office declined an interview with fox 5. a spokesperson wrote in a statement: ""last year, oag charged 88% of the most violent juvenile crimes, including murder, manslaughter, and attempted murder, and 80% of juvenile gun possession cases. we diverted only 7.2% of all cases. since ag schwalb took office last year, oag prosecutors are both charging a higher total number of cases and charging cases at an overall higher rate."" the spokesperson also said the 7.2% is 144 out of 2,007 cases in fiscal year 2023. in the first quarter of fy24, the oag says 5% of total cases presented to their office were diverted. read more:teen grazed in head by bullet after involved in armed carjacking in dc: police if diverted, that does not mean the juvenile is let go ""scott free."" those prosecuted and detained then go to youth service center (ysc), which falls under local dc’s department of youth rehabilitation services (dyrs). fox 5 also reached out to dyrs regarding what kind of contacts that 61% had. however, it’s always difficult to be able to learn more information in this area due to juvenile privacy laws. a dyrs spokesperson told fox 5 in a statement: ""the department of youth rehabilitation services (dyrs) collaborates closely with various organizations within the district's juvenile justice ecosystem to provide comprehensive support and services to the district’s court-involved youth. this includes working with law enforcement agencies, community organizations, and other stakeholders to provide the necessary care and attention that facilitates rehabilitation and successful reintegration into society. while dyrs is committed to transparency and accountability, there are certain limitations to the data that can be shared regarding initiatives led by external partners such as the united states attorney's office (usao). in this case, the usao may be able to provide more clarity and a detailed breakdown of data attached to the ‘project safe neighborhood’ initiative."" it is important to know total violent crime and homicides are down over 20% in the district. read more:community demands accountability for juvenile crimes at carjacking panel in southeast however, those who spoke with fox 5 about juvenile crime in their neighborhoods or areas of work, did not feel the city is doing enough to address juvenile crime. ""not handling it well, especially in southeast,"" said a woman, who when asked what she thinks the solution is, told fox 5, ""really don’t know because i don’t see any answer."" ""more reaching out. when you take away their programs that keep them occupied in a positive, doing productive things, what other outlet [are] they going to go to?"" said a woman who identified her first name only as kimberly. when asked why she did not agree with holding parents more accountable, kimberly told fox 5, ""society hasn’t allowed that. society took that away from parents, so you can’t hold them – parents accountable. you have to hold the government accountable because they’re the ones that make the system"" read more:dc's teen carjacking crisis and the complex blame game leaders are playing ""it’s a ‘both’ and instead of an ‘either, or.’ if there are parents who are not equipped, they were once children who were not given the equipment,"" said katherine ruckle, who actually lives in greenbelt, maryland, whereseveral students were shotparticipating in a non-sanctioned ""senior skip day"" event, ""if the numbers are down that’s awesome, but that shouldn’t be good enough. the city never needs to stop asking, ‘how can we make things better?"" earlier this month, d.c. mayor muriel bowser announced legislation called, ""uplift."" it’s supposed to address youth truancy and hold youths more accountable as officials connect juvenile crime to school absentee issues. the does not seek to ""punish"" parents but does require them to have better participation. the oag told fox 5 in early april they were still weighing a portion of that bill that seeks to limit juvenile diversion. when asked again this week, fox 5 was told the oag is still reviewing."
synagogues fortify security measures for passover as antisemitism rises,"antisemitic graffiti in gaithersburg, an alleged antisemitic assault in northwest dc, and antisemitic flyers in fairfax county – just three of the hundreds of incidents of antisemitism that have apparently occurred in the region over the past year.","April 19, 2024 9:57pm EDT","antisemitic graffiti in gaithersburg, an alleged antisemitic assault in northwest dc, and antisemitic flyers in fairfax county – just three of the hundreds of incidents of antisemitism that have apparently occurred in the region over the past year. according to a newanti-defamation league report, there were 733 antisemitic incidents just in d.c., maryland, and virginia in 2023. that’s a 340 percent increase over the previous year, with many of the incidents coming after the oct. 7 hamas attack on israel, according to the report. ""they’re startling, they’re sobering, they’re somewhat frightening, but they’re really not surprising,"" said rusty rosenthal, the executive director of community security for the jewish federation of greater washington. a former fbi special agent, rosenthal now helps provide resources and security consultation services to more than 250 jewish institutions in the region. ""the vigilance and even our anxiety is a bit heightened with everything that’s gone on,"" he told fox 5 friday. that means taking extra precautions, some of which have now been in place for years, including increased police presence at synagogues. rosenthal added that that’s especially true this weekend, with a major jewish holiday, passover, being observed early next week. ""while there’s greater concern right now at this particular point in time,"" he added, ""those practices have already been in place for the last few years."" this week, federal officials said it’s not just antisemitism on the rise, noting that incidents of islamophobia have increased since the oct. 7 attack as well."
"broad-daylight shooting leaves 3 adults,1 teen injured in northeast dc",the metropolitan police department is responding to a shooting in northeast that left three adults injured.,"April 19, 2024 7:33pm EDT","washington-the metropolitan police department is responding to a shooting in northeast that left three adults injured. police are in the area of the 1200 block of mount olivet road for reports of a shooting. according to police, three adults were located conscious and breathing. police say the men are suffering from non-life-threatening injuries at this time. police are looking for a four-door black nissan altima that could be linked to the incident. the left side of the driver's window is smashed. no word on the number of suspects involved. police remain on the scene. this remains an ongoing investigation. stay with fox 5 for updates and more information."
woman punched in face by man inside dc safeway,"authorities are investigating after a woman was punched in the face by a man as she shopped in an aisle inside a washington, d.c. safeway grocery store.","April 19, 2024 10:08am EDT","washington-authorities are investigating after awoman was punched in the faceby a man as she shopped in an aisle inside awashington, d.c.safeway grocery store. the attack happened just before 8:30 p.m. thursday in the 5500 block of connecticut avenue. a witness tells fox 5 that the victim told paramedics that the suspect walked past her as she shopped, stopped and turned around, then walked back toward her and punched her in the face. the victim was treated at the scene. the investigation is continuing at this time."
video: suspect sprays fire extinguisher at employees during 2 robberies in dc,the metropolitan police department continues to search for a robbery suspect targeting convenience stores in d.c.,"April 18, 2024 11:05pm EDT","washington-the metropolitan police department continues to search for a robbery suspect targeting convenience stores in d.c. according to police, the suspect entered a convenience store in the 1700 block of columbia road, northwest and sprayed the contents of a fire extinguisher at an employee before stealing money from the cash register and fleeing the scene. this incident took place on april 18, around 9:15 a.m. police say the suspect entered a convenience store in the 5200 block of 3rd street, northeast, and began spraying a fire extinguisher at the victims. the suspect took the cash register drawer and fled the scene. this incident occurred on wednesday, april 17, at approximately 12:46 a.m., the suspect has been described as a black man, 6' 0"", wearing a black jacket, black pants, a green mask, and carrying a large blue bag. anyone with any information on this incident is asked to contact police."
teens caught on camera ransacking southeast dc cvs,multiple teens are wanted after they were seen on camera robbing and ransacking a cvs in southeast d.c.,"April 18, 2024 6:43pm EDT","washington-multiple teens are wanted after they were seen on camera robbing and ransacking a cvs insoutheast d.c. police say around 8:45 p.m. tuesday, the large group of juveniles went into the drug store in the 1100 block of new jersey avenue, southeast, where theystole items and assaulteda security guard. when they were confronted by a security guard one of the suspects threw a bottle, missing the security guard. the suspects were captured by surveillance cameras. attorney general brian scwalb released a statement concerning the incident, saying it was ""unacceptable and disturbing."" anyone who can identify these suspects or who has knowledge of this incident shouldcall policeat (202) 727-9099 or text a tip to 50411."
father of two murdered teens awaits meeting with d.c. officials: 'we love our kids',it's been two weeks since a 14-year-old boy was shot and killed at a d.c. metro station. his family says they're waiting for city officials to meet with them to address their concerns.,"April 17, 2024 5:09pm EDT","washington-it's been two weeks since a 14-year-old boy was shot and killed at a d.c. metro station. his family says they're waiting for city officials to meet with them to address their concerns. avion evans was shot and killed at the brookland metro station on april 4. avion had taken a train home from his middle school in northwest d.c. ""i know the metro system has changed from when i used to ride the metro system 20-some years ago, but i just can’t understand how, with so much security and so many police officers, still that kind of violence happens,"" said john evans, avion's father. evans has lost two sons to murder at d.c. metro stations. avion's older brother, johnny evans iii, was stabbed to death at the deanwood metro station in northeast dc in april 2016. he was 15 years old. a 16-year-old suspect was arrested in the shooting on april 9. ""he shot into a crowd of kids and he could’ve hit anybody. unfortunately, he hit avion evans, and then this chump walked right out of there with his pistol just like he walked in,"" said evans. evans says he still hasn't heard from the mayor or any city officials. d.c. mayor muriel bowser told fox 5 dc last week that she wanted to talk to evans' family about the shooting before speaking to the press. ""the mayor said that she was going to talk to us first,"" said evans. ""nobody has reached out to us. we have not spoken to the mayor. we have not talked to anybody but the detectives."" the teen charged with avion's murder was captured on metro surveillance cameras. his lawyer called the crime a ""spontaneous incident"" in court last week. ""the coward that killed my son, his parents are asking for him to be released because they said that he had never been locked up before. well, my son had never been killed before,"" said evans. ""i mean we love our kids. i mean, i don’t know if people realize, but we love our kids. we just have to deal with what we’re dealing with in this culture. you know what i’m saying? we really love our kids, we’re just trying to figure out how to navigate this culture without them getting hurt or being a part of the violence in the culture,"" said evans. avion's funeral will be held later this month. evans says he’s overwhelmed by the outpouring of love and support from their neighbors in brookland and avion's school community."
"opioid overdose deaths in dc reached record high in 2023, new report shows",opioid overdose deaths are skyrocketing in our nation’s capital revealing the city’s struggle to fight the ongoing crisis.,"April 17, 2024 3:33pm EDT","washington-opioid overdose deaths are skyrocketing in our nation’s capital revealing the city’s struggle to fight the ongoing crisis. new data fromdc’s office of the chief medical examinershows an all-time record high. 518 people died of opioid overdoses in 2023. to put this into perspective, there were a total of 274 homicides total in 2023 so the number of opioid-related deaths was nearly double that. the staggering information amounts to more than 40 people being killed each month. jared forget, special agent in charge of the drug enforcement administration washington division, tells fox 5 taking drugs is not worth the risk because fentanyl is dangerous and powerful. ""it’s a reminder thatfentanyl remains to be the deadliest drugthreat in area. we know it’s killing a lot of people,"" said forget. ""it doesn’t matter where you’re from. your race, your age, your socioeconomic status, it will victimize anybody that takes this poison."" the report reveals adults between the ages of 40 and 69 years old make up 71% of deadly overdoses. a majority of them are men and 84% are black residents. between 2017 and 2023, most of the deadly overdoses happened in wards 5, 7, and 8. dr. edwin chapman who is part of the dc opioid abatement commissions said it is frustrating. ""our community has been historically criminalized so really changing that paradigm has been a challenge,"" chapman said. he mentioned that the epidemic within the african american community is far worse compared to white users. ""it’s very obvious that over the years, we’ve not made any progress in really curbing this trajectory so we really have to take a different approach and that approach, to my estimation is going to require a dedicated network of providers including physicians, nurse practitioners, pharmacists, social workers, and outreach workers in the community,"" said chapman."
"woman who died after falling into potomac over the weekend had history of seizures, family says","a woman who died after falling into the potomac river over the weekend had a history of seizures and may have had one prior to her death, family members say.","April 17, 2024 1:45pm EDT","washington-a woman who died afterfalling into the potomac riverover the weekend had a history of seizures and may have had one prior to her death, family members say. police have identified the victim as 39-year-old shameka maria golson ofnorthwest d.c. according to a police report, witnesses stated that golosn sat down on a ledge looking over the water around 7:30 p.m. on saturday, april 13. the witnesses said approximately 15 minutes later, they heard golson make a noise that sounded like she was in distress and when they looked over, golson was slowly leaning forward, then suddenly fell forward off the ledge. golson was facedown in the water and not moving when d.c. fire responded and pulled her from the water. she was taken to the hospital where she was later pronounced dead. golson’s aunt reached out to fox 5, saying her niece suffers from seizures, which left her unable to work. her family believes that’s what caused her to fall into the water. according to golson’s aunt, she has two daughters who are 22 and 17 years old. the family has started agofundmeto cover golson’s funeral costs."
2 teens hospitalized after double stabbing in southeast dc,d.c. police say two teen boys were hospitalized after both were stabbed tuesday night in southeast washington.,"April 17, 2024 8:14am EDT",washington-d.c.police say two teen boys were hospitalized after both werestabbedtuesday night in southeast washington. the stabbings were reported just after 9:30 p.m. in the 2600 block of stanton road. authorities say both victims were conscious and breathing when officers arrived on the scene. no suspects have been identified at this time.
"woman robbed of $1,200 at citibank in dc demands return of hard-earned cash","a woman was robbed at a citibank in northwest d.c. and police have released new surveillance video of the suspect, hoping the public will help them identify him.","April 16, 2024 9:30pm EDT","fox 5 exclusive-a woman was robbed at a citibank innorthwest d.c. and police have released new surveillance video of the suspect, hoping the public will help them identify him. the woman, who chose not to reveal her identity for her safety, spoke with fox 5's shomari stone because she wants detectives to catch the man who stole her hard-earned money. she’s really upset. the trouble started when she said she walked into the citibank on macarthur boulevard nw to deposit $1,200. a surveillance camera captured the suspect walking into the bank moments later. the suspect can be seen on video, dressed in a red t-shirt, dark pants, sunglasses, and a surgical mask. he walks behind the woman who is wearing a pink coat. it all happened on april 5, around 11:15 in the morning. detectives said the suspect reached over the woman and snatched the $1,200 in cash while the woman was counting it. he then took off, running down the 5200 block of macarthur boulevard, the police report states. ""i ran after him. i kept screaming, ‘he stole my money, he stole my money,’ and then i fell down outside the bank,"" the woman recalled. ""i feel frustrated because it is not only the money, but i want him to give it back to me, because i worked hard for it and my other concern is the safety of the neighborhood."" if you recognize the suspect, call d.c. police. there is a reward of up to $1,000 to anyone who provides information that leads to an arrest and conviction. check out the surveillance footage below:"
dc mother draws strength from family and faith after daughter's shooting in southeast,precious fernandez says she’s leaning on a supportive family and her faith following the death of her 15-year-old daughter.,"April 16, 2024 3:58pm EDT","washington-precious fernandez says she’s leaning on a supportive family and her faith following the death of her 15-year-old daughter. detectives say fernandez' daughter, niomi russell, was standing outside an apartment building sunday night in southeast d.c. when someone in a car fired shots. after a preliminary investigation, d.c. police chief pamela smith believes the teen was not the intended target. fernandez told fox 5 that the family had just moved from their home in southeast d.c. to northwest last week and niomi had returned to their old neighborhood to spend some time with friends during spring break. ""she was a great kid,"" fernandez said. ""she was my second child, and she was just lovable. she was so sweet."" niomi also loved to read and was a good student, her mom said. the shots rang out of a car around 11 p.m. sunday in the 2400 block of elvans rd southeast. detectives reported that when niomi was hit she ran into an apartment building, and died a short time later. the family was already dealing with the loss of niomi's father to a heart attack in 2023. but fernandez told fox 5 that she finds solace in knowing that her daughter has reunited with her father and grandmothers; one of whom she never met."" ""i do watch the news all of the time,"" fernandez said. ""i never thought it would happen to my kid. but, i mean, it’s, you know, it’s unfortunate. i just know that god makes no mistakes. she’s an angel right now. she’s with her grandma. she’s with both of her grandmothers, and she’s with her dad right now. and they wanted to talk to her, they wanted to speak with her."" the grieving mom added that she’s praying for her daughter’s killer so that they understand the pain they’ve caused. she wants desperately to get guns off the streets and create an environment where kids can safely be kids. she says her daughter deserved to be able to grow up. the metropolitan police department has not revealed any updates in the case. detectives are still searching for the person who pulled the trigger that night. they're offering a reward of up to$25,000 to anyone who provides information that leads to the arrest and conviction of the person responsible."
dc mom speaks from hospital bed after surviving mass shooting in northeast,a d.c. mother of two is speaking out from her hospital bed as she recovers from a mass shooting in northeast.,"April 15, 2024 10:25pm EDT","fox 5 exclusive-a d.c. mother of two is speaking out from her hospital bed as she recovers froma mass shooting in northeast. kadejah page was one of six people shot in thecarver langston neighborhood last wednesday. she told fox 5's shomari stone exclusively that she was an innocent bystander caught in the crossfire. d.c. police are still looking for the two shooters who allegedly got out of a light blue toyota sedan, fired several rounds, and then sped off down the 1100 block of 21 street northeast. the department said that 29-year-old aubrey mcleod of largo, maryland, died; two other men and two young boys survived. read more:dc crime: 9 shot, 2 dead in less than 5 hours page told fox 5 that she's ""extremely grateful to be alive."" ""i have two kids, but i couldn't imagine having them live in the world without me,"" she said. ""i have a great support system. my life means everything to everyone, and i'm happy."" page said that when the suspects began shooting that night, around 6 p.m., it was ""outrageous,"" and ""horrific."" ""i didn't know where to run, where to go,"" she said. ""i knew that it was more kids than there were adults outside. and to know that any of these kids can be struck and i don't have the power to go against any of them because there's so many shots, i got down and then i tried to roll over and i was struck again … i don't wish it for anybody."" the mother of two thinks that the shooters should find a better life, and something better to do besides running around, not caring that they may kill a child. ""a kid could have died and, unfortunately, someone did die,"" page said. ""and none of us should have been struck by guns that were placed in someone's hands where they had no business shooting."" detectives with the metropolitan police department are asking anyone with information about this shooting to contact them. page's sister has starteda gofundmefor the young mother to help her and her two young children move to a safer neighborhood and to replace her vehicle, which was damaged in the shooting and is now being held for evidence."
actor chris meloni in dc to spread awareness on lyme disease,"there's a new effort this week to get more attention and government funding to combat chronic lyme disease, an illness impacting half a million new patients a year in this country.","April 15, 2024 9:34pm EDT","washington-there's a new effort this week to get more attention and government funding to combat chronic lyme disease, an illness impacting half a million new patients a year in this country. actor chris meloni, whose family has dealt with chronic lyme disease for years, is front and center in the campaign to get congress to open its ears and purse strings to treat lyme disease with the care and concern they say it deserves. meloni, along with documentary director lindsay keys, are hoping to influence lawmakers to get chronic lyme disease the recognition, diagnosis, treatment options, and research they say it deserves. ""they're just now understanding how incredibly complicated this disease is. how it presents itself,"" meloni said. keys produced and directed a documentary to better inform people about lyme disease called 'the quiet epidemic.' ""we are going to be calling for a congressional hearing to thrust this topic into the spotlight. it's really been unfolding and growing in the shadows. it's an invisible illness. so, we're coming here to make some noise and hopefully they'll join us and we'll be able to get this on the record and what's happened, how we got to this point, and where we go from here,"" said keys. among those lobbying congress this week: julia bruzzese, a young girl from brooklyn living with lyme disease. now confined to a wheelchair, the documentary follows her life story, a childhood stolen by lyme disease. ""this documentary is a very powerful tool to get the word out about this disease, and we're hoping that with this documentary we can bring about change and hopefully make a difference,"" said bruzzese. bacteria from a tick bite is what causes lyme disease. the symptoms can be debilitating: extreme headaches, gastrointestinal issues, brain fog, joint pain, fatigue. ""my family saw eight different specialists because it presented itself as 'oh this is a gi issue.' the headaches, maybe he has brain cancer, so you get a cat scan and you get needles shoved into your head. they take samples of your spinal fluid,"" said meloni. ""we need a test that works to let people know they have lyme disease. we need treatments for all stages of the illness. and we also need more research into overlapping tick-borne infections because ticks carry far more than just lyme disease,"" said keys. ""it's prohibitively expensive,"" said meloni. ""i mean if you get chronic lyme, even if you have insurance, you're in a boatload of trouble because insurance companies won't cover it because it's not officially recognized,"" the documentary ‘the quiet epidemic’ can be watched on apple tv and prime video. "
police searching for suspect vehicle wanted in northeast dc shooting,d.c. police are searching for a suspect vehicle wanted in connection to a weekend shooting in northeast.,"April 15, 2024 2:11pm EDT","washington-d.c. police are searching for a suspect vehicle wanted in connection to a weekend shooting innortheast. mpdsays officers were called to the 1200 block of raum street, ne, at about 1:15 a.m. on april 13 for a report of a shooting. upon arrival, police found a man with gunshot wounds. he was transported to a local hospital for treatment of non-life-threatening injuries. a suspect vehiclewas captured by nearby surveillance cameras. anyone who can identify the car should call police at (202) 727-9099 or text a tip to 50411. police are offering a reward of up to $10,000 for information on this case."
15-year-old girl killed in shooting in southeast dc,"a teen girl was shot and killed sunday night in southwest d.c., police say.","April 15, 2024 11:19am EDT","washington-a teen girl was shot and killed sunday night in southwest d.c., police say. around 10:48 p.m. sunday night, d.c. police officers were patrolling in the area around the 2400 block of elvans rd se when they heard gunshots. officials say that the suspects fired shots from a car at people outside on elvans rd.after the gunshots, the victim ran inside the building where she was found by the responding officers. she died at the scene, police say. police have identified the victim as niomi russell of northwest d.c. it's unknown if she was the intended target. police are on the lookout for a silver suv with a black top, last seen on stanton road and sheridan road se. the investigation is ongoing."
"2 arrested, 2 wanted for armed robbery in northwest dc",d.c. police say they have arrested two suspects for an armed robbery that took place in broad daylight.,"April 14, 2024 4:39pm EDT","washington-d.c. policesay they have arrested two suspects for an armed robbery that took place in broad daylight. detectives say just after 3:30 p.m. on friday, april 12, the victims were walking in the 1800 block of 11th street,northwest, when a car approached them. four suspects got out of the car and demanded the victims’ property. the suspects assaulted the victims, took their property and then fled the scene. that same day, police were able to arrest two of the suspects, 23-year-old corey johnson and a 15-year-old juvenile male. both were charged with robbery by force and violence. the additional suspects were captured by a nearby camera. police are continuing to search for them. anyone with information is asked tocontact policeat (202) 727-9099 or text a tip to 50411. a $1,000 reward is being offered to anyone who can provide information that leads to an arrest."
southeast dc shooting suspect photo released,the metropolitan police department continues to investigate a shooting in southeast.,"April 13, 2024 2:38pm EDT","washington-the metropolitan police department continues to investigate a shooting in southeast. police responded to the area of the 2400 block of elvans road, after receiving reports of a shooting on monday, april 8, at 8:30 p.m. upon arrival, officers located an adult female suffering from a gunshot wound. the victim was transported to a local hospital for treatment of their injuries. anyone with any information on this incident is asked to contact the metropolitan police department."
"overnight dc shootings: 3 shot, 1 dead in less than 6 hours","another night of gun violence in washington, d.c. left three people wounded and one dead over the span of six hours.","April 13, 2024 11:04am EDT","washington-another night of gun violence in washington, d.c. left three people wounded and one dead over the span of six hours. here are the details of each shooting: police responded to the area of 4100 block of hunt place. upon arrival, there was an adult man conscious and breathing, suffering from gunshot wounds. according to police, the suspect is described as a young aged black man, with a light complexion, wearing a ski mask, and a black jacket. police responded to the area of 1200 block of raum street after reports of a shooting around 1:18 a.m. one adult man was found at the scene conscious and breathing, suffering from gunshot wounds. investigators are looking for a four-door white kia. officers were called to thescene at a local hospital for a walk-in shooting victim at 3:26 a.m. according to officers, the victim is an adult male, conscious and breathing, suffering from a gunshot wound. no word on potential suspects. police were called to the area stanton and mississippi avenue to investigate reports of a shooting. according to the police, a vehicle was discovered partially parked on the sidewalk at the intersection of stanton road and mississippi avenue, southeast.the officer approached the vehicle and discovered an adult male unconscious and not breathing, suffering from gunshot wounds. dc fire and ems were called to the scene, and after finding no signs consistent with life, the victim was pronounced dead on scene.the decedent has been identified as 35-year-old christian elsberry of clinton, md. police say this is an ongoing investigation. anyone with any information on the above shootings is asked to contact the metropolitan police department. this all comes just days after multiple shootings in d.c. thatleft seven people wounded, and two dead in less than five hours."
funeral held for slain dc rapper phil da phuture,the funeral service for philip samuel prendergast — the slain d.c. rapper known as phil da phuture — was held friday at saint camillus church in silver spring.,"April 12, 2024 6:53pm EDT","silver spring, md.-the funeral service for philip samuel prendergast —the slain d.c. rapper known as phil da phuture— was held friday at saint camillus church in silver spring. his body was laid to rest at the george washington cemetery in adelphi. prendergast rose to fame locally in the early 2010s. he was once signed to raheem devaughn's 368 music group and often collaborated with other up-and-coming artists within the district. many of them showed up at the church on friday morning to offer condolences to his family. songs like ""stupid dope moves,"" ""get bank,"" and ""do what i do"" featuring fat trel garnered tens of thousands of views on youtube. but the local rapper had stepped away from the microphone for some time and was working atthe hotbox uptown dispensary on georgia avenue nw when he was shot and killed during an armed robbery on march 27. the two suspects were captured on surveillance cameras walking through the front door with their guns drawn, demanding property and money. prendergast and another employee didn’t put up a fight, they gave the robbers what they wanted. and even though they complied, one of the suspects fired a shot at him, and he died hours later at a hospital. fox 5 spoke to ms. prendergast shortly after the incident. ""he was the most loving person there is and the best friend you could ever have,"" she said at the time.""i feel kind of numb right now, even though i know it’s real, i haven’t accepted it just yet. justice needs to be served. that’s all."" whilesurveillance videofrom the dispensary has been released, so far, no arrests have been made in the murder. the metropolitan police department is offering a reward of up to $25,000 for information that leads to an arrest and conviction. watch phil da phuture's celebration of life below:"
16-year-old charged in brookland metro station murder to stay in custody until trial,a juvenile court judge in the district has ordered a 16-year-old accused of murdering another teen at the brookland metro station last week held in custody until his trial next month.,"April 12, 2024 5:41pm EDT","washington-a juvenile court judge in the district has ordereda 16-year-old accused of murdering another teen at the brookland metro stationlast week held in custody until his trial next month. the 16-year-old was in court friday with his family members – including his mother and stepfather. he's been charged with second-degree murder and is being held at d.c.'s youth services center. the judge said friday she needs to protect the community, so he will remain there until his trial begins on may 24. the murder victim,14-year-old avion evans, was shot once in the chest last thursday afternoon as he was standing on the platform at the brookland - catholic university metro station on his way home from his middle school. d.c. policereported avion was involved in a brief altercation at the metro station when the accused killer pulled out a gun and shot him. the suspect's attorney requested he be released to his supportive family, calling the shooting ""a spontaneous incident."" meanwhile, avion’s family told fox 5 they are in the process of planning his funeral."
"mother shot in foot while sleeping in southeast dc, suspect remains at large","a mother was shot while sleeping in her home in southeast, d.c.","April 12, 2024 9:24am EDT","washington-a mother was shot while sleeping in her home in southeast, d.c. officials say the bullet was one of several shots fired wednesday night along langston lane southeast. the woman told fox 5 that the bullet came through her window and she did not immediately notice she was struck as she was rushing to ensure her eight-year-old daughter was safe. ""i don't have any piece of mind. at first, i considered this my home, now i feel violated."" according to officials, the incident occurred in the area of 2707 langston place. officials say a bus and other vehicles were also struck by gunshots in the area. the suspect is described as a black male wearing all black with a possible hoodie with red writing. officials say the suspect fled the scene on foot towards langston lane. anyone with any information on this incident is asked to contact police."
mom speaks out after 12-year-old son survives mass shooting in dc,the mother of a 12-year-old boy shot outside his apartment complex is speaking out about the mass shooting in northeast.,"April 11, 2024 10:25pm EDT","washington-the mother of a 12-year-old boyshot outside his apartment complexis speaking out about the mass shooting in northeast. the boy wasone of six people shot wednesday eveningin d.c.'s carter langston neighborhood. one man, 29-year-old aubrey mcleod, died. the 12-year-old’s mother spoke exclusively with fox 5's shomari stone at an undisclosed location. she has moved out of the carver langston neighborhood – out of fear. she said her 12-year-old son is traumatized. he had just finished playing basketball with his 9-year-old friend. they were about to stop at the ice cream truck, when suddenly, the two suspects got out of their vehicle and opened fire, shooting both boys and four other people. ""it sounded like a machine gun. it was consistent shots. i panicked,"" she said. ""the first thing that came to my mind was my son is outside. i got up, i ran. i was crying and the only thing i saw was blood pouring from his face, and i lost it."" ""i'm just thankful that they were able to get [the bullet] out and that it didn't puncture an artery because that could've been detrimental,"" she continued. police are still looking for two shooters who detectives believe got out of a light blue toyota sedan with dark tinted windows, and sped off on the 1100 block of 21 street, while the 9-year-old boy and his 12-year-old friend survived with gunshot wounds, after the shooting, a car struck the 12-year-old. read more:dc crime: 9 shot, 2 dead in less than 5 hours as of thursday night, he is out of the hospital, recovering with his mother. she told fox 5 that he’s fortunate to be alive. ""it definitely makes me want to relocate to another state. the crime here is ridiculous,"" she said. the other four survivors are expected to be okay. some are still recovering from surgery at local hospitals. the metropolitan police department wants anyone with information about this shooting to give them a call."
