Title,URL,Likes,Views,Comments Count,Description,Published At,Channel ID,Channel Title
"Washington, D.C., city employee charged in fatal shooting of 13-year-old",https://www.youtube.com/watch?v=iNNpojzwMPM,476,51880,640,"Washington, D.C., prosecutors charged a city official with second-degree murder in the fatal shooting of 13-year-old Karon Blake earlier this month. NBC’s Yamiche Alcindor has the latest on the investigation as authorities reveal the teen shouted “I am a kid” to his alleged killer.

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Get more of NBC News delivered to your inbox: nbcnews.com/newsletters

#NBCNews #WashingtonDC #Shooting",2023-02-01T04:30:20Z,UCeY0bbntWzzVIaj2z3QigXg,NBC News
"2 men killed, 2-year-old in hospital after shooting in Southeast DC",https://www.youtube.com/watch?v=XcQkriv2r3E,180,19788,31,Two men are dead and a 2-year-old little girl is in the hospital after police say gunmen opened fire near a shopping center on Alabama Avenue.,2024-07-18T20:17:26Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
DC police still searching for escaped homicide suspect from GWU Hospital,https://www.youtube.com/watch?v=rIeeCRuVR6U,13,1365,5,The manhunt continues for a murder suspect who escaped from George Washington Univeristy Hospital just about 24 hours ago.,2023-09-07T20:17:28Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
2 dead in quadruple shooting after violent night in DC | NBC4 Washington,https://www.youtube.com/watch?v=igKW-gDnaYA,58,4604,26,"Police responded to at least five incidents of violence overnight Friday, including a quadruple shooting that left two dead. Catalina Pérez de Armiñán reports.
_______

NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. The station leads the market in providing timely and breaking news and information in text, video and graphics across more than 15 platforms including NBCWashington.com, the NBC4 app, NBC4 streaming news channel, newsletters, and social media.

FOLLOW & STREAM NBC4 WASHINGTON
NBC4  News streaming channel: https://www.nbcwashington.com/watch/
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Pluto TV, Freevee, Google TV, TCL, Local Now, and Samsung TV Plus.

More here: https://www.nbcwashington.com/watchlive/
Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
X: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67

VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2024-08-04T12:50:07Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
"&#39;Probation Only?&#39;: Tom Tiffany Stunned By Washington, DC Crime Policy",https://www.youtube.com/watch?v=U5QKGA13cLM,510,38966,65,"At a House Judiciary Committee hearing on Thursday, Rep. Tom Tiffany (R-WI) spoke about violent crime and sentencing in Washington, DC.


Fuel your success with Forbes. Gain unlimited access to premium journalism, including breaking news, groundbreaking in-depth reported stories, daily digests and more. Plus, members get a front-row seat at members-only events with leading thinkers and doers, access to premium video that can help you get ahead, an ad-light experience, early access to select products including NFT drops and more:

https://account.forbes.com/membership/?utm_source=youtube&utm_medium=display&utm_campaign=growth_non-sub_paid_subscribe_ytdescript


Stay Connected
Forbes on Facebook: http://fb.com/forbes
Forbes Video on Twitter: http://www.twitter.com/forbes
Forbes Video on Instagram: http://instagram.com/forbes
More From Forbes:  http://forbes.com",2023-10-13T00:21:00Z,UCg40OxZ1GYh3u3jBntB6DLg,Forbes Breaking News
"Investigators believe victims in Washington, DC arson and homicide case were held overnight",https://www.youtube.com/watch?v=lWiYHHahIYQ,24,5379,3,"Originally published on 19 May, 2015

Sign up for a free trial of News Direct's animated news graphics at
http://newsdirect.nma.com.tw/Reuters.aspx

----------------------------------------­----------------------------------------­----------------

For story suggestions please contact tips@nma.com.tw

Police investigating an arson and quadruple homicide in an upscale neighborhood of Washington, D.C. on Thursday have now said they believe the four victims were held captive for a day before their house was burned down with them inside. Evidence also shows that there is more than one suspect in the case.

According to a report by local NBC affiliate WRC-TV, firefighters discovered the victims while putting out the fire. The homeowner, 46-year-old Savvas Savopoulos, his wife, their 10-year-old son, and one of their housekeepers were found tied up inside the burning house.

Another housekeeper told authorities that she received a voicemail from Savopoulos on Wednesday night, followed by a text message on Thursday telling her not to come to the house that day.

The family’s blue 2008 Porsche 911 was reportedly seen being driven away from the house at around 10:30 a.m. on the day of the arson. Police found the car at 5 p.m. after it had been set on fire in the parking lot of St. Christopher’s Episcopal Church in Lanham, Maryland.

Footage of one of the suspects was captured by a surveillance camera at the church. Police are asking anyone with more information to contact them.

----------------------------------------­----------------------------------------­----------------

Next Media Animation’s News Direct service provides daily, high-quality, informative 3D animated news graphics that fill in for missing footage and help viewers understand breaking news stories or in-depth features on science, technology, and health.

To subscribe to News Direct or for more info, please visit:
http://newsdirect.nma.com.tw/Index.aspx",2015-06-19T16:00:08Z,UCo-2gR7lMv3oxvzSuJafPJQ,News Direct
DC marks 50th homicide so far in 2019,https://www.youtube.com/watch?v=03M6fMZsV_Y,2,160,0,Wednesday marked the 50th homicide in the nation's capital so far this year - up more than 30 percent over the same time period in 2018.,2019-04-18T03:30:17Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
1984 H Street murder convicts seek Biden&#39;s pardon,https://www.youtube.com/watch?v=8MBssVNs6s4,12,1206,2,"Eight men convicted of a 1984 murder along H Street Northeast are asking President Joe Biden for a pardon. The case captivated the nation's capital and even became a Netflix special. Two of the eight men convicted are now dead but all have maintained their innocence from the beginning. Three of the men who served decades in prison and are now free disagree. They joined FOX 5's Katie Barlow on this Week's in The Courts.

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2023-08-18T22:18:54Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
"Persons of Interest in Homicide, 5000 b/o Benning Rd, SE, on November 3, 2015",https://www.youtube.com/watch?v=3myw3ViLLG4,0,41356,6,"Detectives from the Metropolitan Police Department's Homicide Branch are investigating a homicide. Investigators seek the public's assistance in identifying and locating two persons of interest in reference to a Homicide which occurred on Tuesday, November 3, 2015 at approximately 3:34 pm, in the 5000 block of Benning Road, SE. The subjects were captured by nearby surveillance cameras.

DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. The Metropolitan Police Department currently offers a reward of up to $25,000 to anyone that provides information which leads to the arrest and conviction of the person or persons wanted for any homicide committed in the District of Columbia. Your assistance is appreciated by your community. Ref. CCN #15-175-420.

Anyone who can identify these individuals or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE to 50411.

To learn more about the MPD Rewards program, please visit www.mpdc.dc.gov/rewards.",2015-11-05T14:25:28Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
WATCH LIVE: DC Police give update on escaped homicide suspect,https://www.youtube.com/watch?v=jFQtMd_ELhY,143,11050,36,"Police provide an update after a homicide suspect escaped police custody at GW Hospital, which prompted a shelter-in-place order at GWU Wednesday.",2023-09-07T15:23:34Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Daron Wint sentenced to four life sentences in DC &quot;Mansion Murders&quot;,https://www.youtube.com/watch?v=jW2uP3efyzY,215,32823,67,"Daron Wint is sentenced to four life sentences in DC ""Mansion Murders""

_______________
Stay up to date with our social media:

WJLA on Facebook: https://www.facebook.com/wjlatv/
WJLA on Twitter: https://twitter.com/ABC7News
Subscribe to WJLA on YouTube: https://www.youtube.com/channel/UCfIjR00qhYUFkbWIugAAbGg/?sub_confirmation=1

Daily News Playlist:  https://www.youtube.com/playlist?list=PLSvyoe-YmPKDGkW96ly8Qt_JR67erE_zt

For more information, visit https://wjla.com/

Have a news tip? Send it directly to us: 

Email us: newsdesk@wjla.com
Call the Newsroom: 703.236.9480

WJLA is the local ABC affiliate for the greater Washington DC area. From our studios in Arlington, VA ABC7 covers national and local news, sports, and weather.

#WJLA #abc7news #DCNews",2019-02-01T17:45:37Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
DC’s first homicide of 2024 reported on New Year’s Day just one hour after midnight,https://www.youtube.com/watch?v=Nduuwm9U0aw,47,3717,32,"D.C.’s first homicide of the new year came just one hour after midnight on New Year’s Day. The victim, identified by police as 18-year-old Ashlei Hinds, of Clinton, Maryland, died at the scene.

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-01-02T14:30:52Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Family heartbroken after 27-year-old mom murdered outside Prince George&#39;s Co. Subway,https://www.youtube.com/watch?v=hVnp-WgBcA0,1301,108760,1004,"A family in Prince George's County has been devastated and a 6-year-old girl is now without her mother after two suspects shot and killed her outside of a Subway after she had gotten off of work. Police are continuing to search for the suspects, who were caught on camera moments before the deadly attack.

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-03-19T20:59:20Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Exclusive surveillance video shows deadly shooting,https://www.youtube.com/watch?v=-hsQ4AF1UsA,331,55346,109,"FOX 5's Stephanie Ramirez shares exclusive surveillance video of a shooting in District Heights that left one man dead and two other adults injured in Maryland

FOX 5's Good Day DC team breaks down the latest local, regional and national news, along with information on business, entertainment, sports, weather, traffic and more!

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-06-11T13:34:01Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Mary Houston homicide investigation follows discovery of body in Northeast D.C.,https://www.youtube.com/watch?v=Z1IFoFeNLI8,0,323,0,"http://wj.la/Rv1h2i

_______________
Stay up to date with our social media:

WJLA on Facebook: https://www.facebook.com/wjlatv/
WJLA on Twitter: https://twitter.com/ABC7News
Subscribe to WJLA on YouTube: https://www.youtube.com/channel/UCfIjR00qhYUFkbWIugAAbGg/?sub_confirmation=1

Daily News Playlist:  https://www.youtube.com/playlist?list=PLSvyoe-YmPKDGkW96ly8Qt_JR67erE_zt

For more information, visit https://wjla.com/

Have a news tip? Send it directly to us: 

Email us: newsdesk@wjla.com
Call the Newsroom: 703.236.9480

WJLA is the local ABC affiliate for the greater Washington DC area. From our studios in Arlington, VA ABC7 covers national and local news, sports, and weather.

#WJLA #abc7news #DCNews",2014-05-09T21:32:49Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
2 teenage cousins shot and killed in Southeast DC,https://www.youtube.com/watch?v=p6mkGhqvVHE,48,6639,53,18-year-old Kevin Mason and 15-year-old Demarcos Pinkney died after a shooting on 'Langston Place'.,2023-06-19T22:24:15Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
DC restaurateur sounds off on &#39;out-of-control&#39; crime&#39;s impact on businesses,https://www.youtube.com/watch?v=OZkOq_aC3wc,1011,30998,183,"Mission Group co-founder Fritz Brogan highlights the impact of rising crime on Washington, D.C. restaurants and how it discourages people from dining out in the city. #foxbusiness

Subscribe to Fox Business! https://bit.ly/2D9Cdse
Watch more Fox Business Video: https://video.foxbusiness.com
Watch Fox Business Network Live: http://www.foxnewsgo.com/

FOX Business Network (FBN) is a financial news channel delivering real-time information across all platforms that impact both Main Street and Wall Street. Headquartered in New York — the business capital of the world — FBN launched in October 2007 and is one of the leading business networks on television, having topped CNBC in Business Day viewers for the second consecutive year in 2018. The network is available in nearly 80 million homes in all markets across the United States. Owned by FOX Corporation, FBN is a unit of FOX News Media and has bureaus in Chicago, Los Angeles, and Washington, D.C.

Follow Fox Business on Facebook: https://www.facebook.com/FoxBusiness
Follow Fox Business on Twitter: https://twitter.com/foxbusiness
Follow Fox Business on Instagram: https://www.instagram.com/foxbusiness",2024-01-27T19:00:16Z,UCCXoCcu9Rp7NPbTzIvogpZg,Fox Business
5 killed during violent weekend in DC | FOX 5 DC,https://www.youtube.com/watch?v=DIqYchv5gW8,70,9522,51,"Authorities say five people were shot and killed in the District in one of the city’s most violent weekends so far this year. READ MORE: https://bit.ly/3SzUqnK

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2023-02-27T14:23:40Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Police ID suspect in NW D.C. mansion quadruple homicide,https://www.youtube.com/watch?v=lFZXOw7se5U,1,252,2,"Police ID suspect in NW D.C. mansion quadruple homicide

_______________
Stay up to date with our social media:

WJLA on Facebook: https://www.facebook.com/wjlatv/
WJLA on Twitter: https://twitter.com/ABC7News
Subscribe to WJLA on YouTube: https://www.youtube.com/channel/UCfIjR00qhYUFkbWIugAAbGg/?sub_confirmation=1

Daily News Playlist:  https://www.youtube.com/playlist?list=PLSvyoe-YmPKDGkW96ly8Qt_JR67erE_zt

For more information, visit https://wjla.com/

Have a news tip? Send it directly to us: 

Email us: newsdesk@wjla.com
Call the Newsroom: 703.236.9480

WJLA is the local ABC affiliate for the greater Washington DC area. From our studios in Arlington, VA ABC7 covers national and local news, sports, and weather.

#WJLA #abc7news #DCNews",2015-05-21T11:18:52Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
Violent crime spiking in D.C. while falling elsewhere in the nation,https://www.youtube.com/watch?v=wHW37HvuXWk,36,4821,19,"It's been a violent day in Washington, D.C. Three police officers were shot during a standoff with a barricaded suspect. It's the latest snapshot of an increasingly dire situation there. The District has seen a 39% spike in violent crime. NBC's Garrett Haake talks with the D.C. police chief about what might be driving it all.

» Subscribe to NBC News: https://www.youtube.com/user/NBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: https://www.nbcnews.com/
Find NBC News on Facebook: https://www.facebook.com/NBCNews
Follow NBC News on Twitter: https://twitter.com/NBCNews
Get more of NBC News delivered to your inbox: nbcnews.com/newsletters

#WashingtonDC #Crime #Police",2024-02-15T01:00:22Z,UCeY0bbntWzzVIaj2z3QigXg,NBC News
DC homicide numbers close to hitting 20-year high,https://www.youtube.com/watch?v=S-fcHSe8OAk,23,907,15,The District of Columbia is three homicides shy of hitting numbers the city hasn't seen in almost two decades,2023-11-19T04:16:18Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
"Person of Interest in Homicide, 4800 b/o Kansas Ave, NW, on July 30, 2017",https://www.youtube.com/watch?v=6umLhGeScmc,0,5996,0,"Detectives from the Metropolitan Police Department's Homicide Branch are investigating a homicide. Investigators seek the public's assistance in identifying and locating a person of interest in a Homicide which occurred in the 4800 block of Kansas Avenue, NW, on Sunday, July 30, 2017 at approximately 2:00 AM. The subject was captured by a nearby surveillance camera.

DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. The Metropolitan Police Department currently offers a reward of up to $25,000 to anyone that provides information which leads to the arrest and conviction of the person or persons wanted for any homicide committed in the District of Columbia. Your assistance is appreciated by your community. Ref. CCN #17-130-498.

Anyone who can identify this individual or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE to 50411.

To learn more about the MPD Rewards program, please visit www.mpdc.dc.gov/rewards.",2017-11-15T13:02:20Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
D.C. in &#39;State of Emergency&#39; as Crime Rates Soar,https://www.youtube.com/watch?v=6u8z5-uaIHU,433,21661,203,"Nationwide, crime is dominating the headlines in America. The Council on Criminal Justice says violent crimes have become more common over the past four years. In the first half of this year, the U.S. had 24 percent more murders than the same time frame in 2019. Car thefts are skyrocketing, up 104 percent over four years. Leaders in the nation's capital say the District is in a state of emergency due to the high crime this year. Compared to 2022, Washington has seen a 37 percent increase in violent crime this year.

CBN's Caitlin Burke has the story.

CBN News. Because Truth Matters™

Download the free CBN News App: http://cbnnews.com/app

SUBSCRIBE to the CBN News Channel for more: 
http://youtube.com/c/CBNnewsonline/?sub_confirmation=1

SUBSCRIBE to the QuickStart Newsletter by visiting quickstart.news

SUBSCRIBE to the Quickstart Podcast. New episodes every morning at 7am: cbn.com/cbnnews/quickstart

What's coming up next? Have a look at our program guide: https://www.youtube.com/redirect?q=http%3A%2F%2Fwww1.cbn.com%2Fcbnnews%2Fnewschann&redir_token=3Xja-7LE5ZQebEu1fn-B5ib34tN8MTU3OTg4MjMzMkAxNTc5Nzk1OTMy&v=P0mHVeNNfDw&event=video_description

CBN features 24-hour TV news from a Christian perspective. The CBN News Channel provides independent news programming to an underserved audience to enlighten, entertain and inspire Christians around the world. Comments below do not necessarily reflect the views of CBN.

Share this live feed with your friends and family:
https://www.youtube.com/c/CBNnewsonline

Like us on Facebook: https://www.facebook.com/cbnnews/
Like us on Twitter: https://twitter.com/CBNNews
Follow us on Instagram: https://www.instagram.com/cbnnews/

Contact News Editors: https://www.youtube.com/redirect?q=https%3A%2F%2Fwww1.cbn.com%2Fcontact%2Fcontact-&redir_token=3Xja-7LE5ZQebEu1fn-B5ib34tN8MTU3OTg4MjMzMkAxNTc5Nzk1OTMy&v=P0mHVeNNfDw&event=video_description

Questions about other CBN programs: https://www.youtube.com/redirect?q=https%3A%2F%2Fwww1.cbn.com%2Fcontact%2Fcontact-&redir_token=3Xja-7LE5ZQebEu1fn-B5ib34tN8MTU3OTg4MjMzMkAxNTc5Nzk1OTMy&v=P0mHVeNNfDw&event=video_description

Questions about supporting CBN? 
http://www1.cbn.com/cbn-partners  (and)  https://www.youtube.com/redirect?q=https%3A%2F%2Fsupport.google.com%2Fyoutube%2F%3Fp&redir_token=3Xja-7LE5ZQebEu1fn-B5ib34tN8MTU3OTg4MjMzMkAxNTc5Nzk1OTMy&v=P0mHVeNNfDw&event=video_description

Questions about Helping the Home Front? Call: 800-700-7000  
https://www.youtube.com/redirect?q=https%3A%2F%2Fwww1.cbn.com%2F700club%2Fhelping-&redir_token=3Xja-7LE5ZQebEu1fn-B5ib34tN8MTU3OTg4MjMzMkAxNTc5Nzk1OTMy&v=P0mHVeNNfDw&event=video_description

#breakingnews #politicalnews #christiannews #christian #christianity #church #breakingnews #cbnnews",2023-08-04T19:15:00Z,UCYI_ychRnL7sJrG6PUSBpQA,CBN News
DC carjacking suspect went on violent crime spree around nation’s capital,https://www.youtube.com/watch?v=sTfhmZQJ-EI,333,22522,222,"The suspect police say shot and killed a man during a violent carjacking went on violent crime spree around nation’s capital.

DETAILS: http://tinyurl.com/ysq3c7v6

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-01-30T17:15:57Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Mother speaks out after son found dead in Southeast DC,https://www.youtube.com/watch?v=lOIUsv2GmSk,14,1044,5,"Police in D.C. are investigating a homicide after a teenager’s body was found on Friday morning. Officers say he was shot and killed, and left in a wooded area of Southeast. 18-year-old Alexander Pavon-Rios’ mother sat down with DC News Now on Saturday, saying she wants justice for her son.

Visit our website: https://www.DCNewsNow.com
Follow us on Facebook: https://www.facebook.com/wdvmtv
Follow us on Twitter: https://www.twitter.com/DCNewsNow
Subscribe to our YouTube channel: https://www.youtube.com/DCNewsNow",2024-11-17T03:32:58Z,UCP3sSdrcCw7qC0qSrD8xOHQ,DC News Now
"Upper Marlboro man shot, killed in Southeast DC; homicide investigation underway",https://www.youtube.com/watch?v=iYizrfgrsTY,1,333,0,Detectives are working to develop a motive as well as possible suspects in the deadly shooting case.,2023-06-13T03:15:49Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
