# CSV-File created with merge-csv.com
# -----------------------------------------------------------

Title,Summary,Date,Full_Article
Search for suspect underway after man found shot to death at Rock Creek Cemetery,"A man was found shot to death at the Rock Creek Cemetery Saturday, according to police.","November 10, 2024 1:32pm EST",Police Crime Scene Tape
Tractor-trailer fire shuts down I-295 in DC,A massive tractor-trailer fire shut down I-295 in Northeast D.C. Saturday morning.,"November 9, 2024 5:16pm EST",
Shooting outside United Medical Center leaves 1 man dead; woman injured,"A man was shot and killed outside United Medical Center on Friday afternoon, and D.C. police are investigating whether the shooting was connected to another one earlier in the day.","November 8, 2024 9:44pm EST","Assistant Chief of Patrol Services South LaShay Makal gives an update on several shootings in D.C., including one that left a man dead."
Beloved DC DJ dead following brutal attack in Shaw: police,A well-known D.C. DJ and hair stylist was taken off life support over a week after being brutally attacked in a robbery in Northwest D.C.,"November 8, 2024 6:50pm EST",The mother of a beloved D.C. DJ discusses dealing with her son's death after having to take him off life support last week. FOX 5's Bob Barnard has the story.
DC residents report racist 'house slave' texts: police,"Several D.C. residents reported receiving alarming text messages that contained hateful language and instructed recipients to respond to an address in Southeast, D.C.","November 8, 2024 9:42am EST","WASHINGTON, D.C.-Several D.C. residents reported receiving alarming text messages that contained hateful language and instructed recipients to respond to an address in Southwest, D.C."
"No charges for US Park Police officer who shot, killed 17-year-old in 2023: DC USAO","A U.S. Park Police officer who fatally shot a 17-year-old in 2023 will not face charges, according to the Department of Justice.","November 7, 2024 8:42pm EST","A U.S. Park Police officer who fatally shot a 17-year-old in 2023 will not face charges, according to the U.S. Attorney’s Office for D.C."
"Arrest made in shooting that left 2 men dead, toddler injured in Southeast DC",An arrest has been made in a Southwest D.C. shooting that left two men dead and a toddler injured in July of this year.,"November 7, 2024 6:16pm EST",An arrest has been made in a Southeast D.C. shooting that left a man and a toddler injured and two other men dead in July of this year. D.C. police held a press conference Thursday afternoon to announce the arrest of 25-year-old Andre Greene. He has been charged with first-degree murder while armed.
FULL SPEECH: Biden addresses nation after Trump defeats Harris,President Joe Biden addressed the nation on Thursday in the Rose Garden of the White House.,"November 7, 2024 2:54pm EST","President Joe Biden addressed the nation Thursday, the first remarks since Donald Trump was elected the 47th President of the United States on Wednesday."
"Harris speaks from Howard after loss to Trump: 'I concede this election, I do not concede the fight'","Vice President Kamala Harris is speaking from Howard University, her alma mater, after the presidential race was called for former President Donald Trump early Wednesday.","November 6, 2024 11:21pm EST","Students sound off after Vice President Kamala Harris delivers her concession speech at her alma mater, Howard University."
Georgetown Optician employee speaks out after thief steals $30K in Cartier glasses,"An employee at a Georgetown Optician’s store is speaking out exclusively with FOX 5's Shomari Stone after a masked thief stole over $30,000 worth of Cartier eyeglasses in a daring midday robbery last month.","November 6, 2024 10:39pm EST","An employee at a Georgetown Optician’s store is speaking out exclusively with FOX 5's Shomari Stone after a masked thief stole over $30,000 worth of Cartier eyeglasses in a daring midday robbery last month."
"Teen arrested, more suspects sought in alleged hate crime against Colombian model","D.C. police have arrested a 16-year-old boy and are searching for additional suspects in connection with the assault of a 22-year-old Colombian model, who claims he was targeted in a hate-motivated attack.","November 6, 2024 8:44pm EST",Photo via DC police
Atlanta Delta flight to DC diverted to NC due to 'odor',A Delta Air Lines flight from Atlanta to Washington D.C. was forced to divert to a North Carolina airport due to a smell in the cabin.,"November 6, 2024 8:01pm EST",A Delta Air Lines flight from Atlanta to Washington D.C. was forced to divert to a North Carolina airport due to a smell in the cabin.
"Will Republicans take the House? Uncalled VA, MD races to watch","Control of the U.S. Senate is now in the hands of Republicans, but control over the U.S. House of Representatives is still up for grabs.","November 6, 2024 1:13pm EST","WASHINGTON, D.C.-Control of the U.S. Senate is now in the hands of Republicans, but control over the U.S. House of Representatives is still up for grabs."
2024 election LIVE updates: Trump wins the White House in political comeback,"Election Day 2024 is here and we're bringing you the latest from pivotal races across the DMV and beyond. Stick with FOX 5 for real-time updates on the presidential race, control of Congress, and when polls close in key states.","November 6, 2024 8:17am EST",WASHINGTON-Donald Trump was elected as the 47th president of the United States on Wednesday.
"I-83 passes in DC: Ranked-choice voting, semi-open primaries on the way for 2026","A ballot initiative to introduce ranked-choice voting and semi-open primaries in Washington, D.C. has passed, AP calls.","November 5, 2024 11:04pm EST","WASHINGTON-A ballot initiative to introduce ranked-choice voting and semi-open primaries in Washington, D.C. has passed, AP calls."
Live election results for Ward 8 and DC City Council,Live 2024 election results for D.C.'s City Council races.,"November 5, 2024 7:49pm EST",WASHINGTON-Having trouble viewing live election results? Click here.
Is Beyoncé in DC for election night?,Beyoncé is making a big push to get fans to the polls and vote. Her recent social media post has some wondering whether she is in D.C. for election night.,"November 5, 2024 6:11pm EST",Vice President Kamala Harris is returning to her alma mater Howard University for election night.
"When do the polls close in DC, Maryland, Virginia?","Election Day is here, and many voters have already cast their ballots in what polls show could be one of the closest presidential elections of all time.","November 5, 2024 4:01pm EST","Election Day is here, and millions of voters have already cast their ballots in what polls show could be one of the closest presidential elections of all time."
"Man with blowtorch, manifesto arrested at Capitol visitor center: officials",The U.S. Capitol Police arrested a man who smelled like fuel and was carrying a torch and flare gun at the Capitol Visitor Center in D.C.,"November 5, 2024 3:24pm EST",The U.S. Capitol Police arrested a man who smelled like fuel and was carrying a torch and flare gun at the Capitol Visitor Center in D.C.
Howard Alumni and students talk Vice President Harris ahead of election night watch party,"“Where else should she be on election night?"" it’s a rhetorical question. One that associate professor at Howard University, Jennifer Thomas, believes only has one answer.","November 5, 2024 3:11pm EST",Vice President Kamala Harris is returning to her alma mater Howard University for election night.
"Closures, parking restrictions for Vice President Kamala Harris’ election night watch party",Vice President Kamala Harris’ campaign will hold her election night watch party at Howard University. Here is the updated list of parking restrictions and street closures that will be in effect.,"November 5, 2024 2:11pm EST",WASHINGTON-Vice President Kamala Harris’ campaign will hold her election night watch party at Howard University. Here is theupdatedlist of parking restrictions and street closures that will be in effect.
"Election Day 2024: Millions head to polls to decide between Harris, Trump; DC steps up security","Election Day has arrived, and voters are heading to the polls to cast their ballots in the historic presidential race between Donald Trump and Kamala Harris. Here’s everything you need to know on Election Day 2024!","November 5, 2024 1:26pm EST","WASHINGTON-Election Day has arrived, and millions of voters across the country are heading to the polls to decide the next President of the United States. Vice PresidentKamala Harrisand former PresidentDonald Trumpare in a tight race, marked by turmoil and bitterness."
"Election Day 2024: How to vote in person in DC, Maryland, and Virginia","Polling places across Washington, D.C., Maryland, and Virginia are open for Election Day 2024.  Here’s what you need to know to make sure you can vote in person at your polling location.","November 5, 2024 9:46am EST","WASHINGTON-Polling places across Washington, D.C., Maryland, and Virginia are open for Election Day 2024.  Here’s what you need to know to make sure you can vote in person at your polling location."
Election Day forecast: Near-record highs expected Tuesday in DC region,Voters heading to the polls on Tuesday can expect near-record highs in the upper 70s across the D.C. region. Sunshine and mild temperatures will make for ideal voting conditions.,"November 5, 2024 9:46am EST",Voters heading to the polls on Tuesday can expect near-record highs in the upper 70s across the D.C. region.
"Key races in DC: I-83, City Council race",A ranked-choice voting initiative and a city council seat on the 2024 General Election ballot for some D.C. residents are among the list of election results across the country and the DMV that FOX 5 will be tracking closely on election night.,"November 5, 2024 9:10am EST","A potential ballot initiative could give D.C. voters a crack at overhauling the election system. The proposed Initiative 83 would create a ""ranked-choice voting"" system, and open primaries up to all voters, including independents. Lisa Rice is behind the push and she makes her case on ""The Final 5."" (https://makeallvotescountdc.org/)"
"DC election security: Mayor, police chief outline safety plans",D.C. Mayor Muriel Bowser and Police Chief Pamela Smith held a security briefing Monday to outline the District's preparations for Election Day.,"November 4, 2024 11:38pm EST",Election Day is almost here. Businesses across the District are on high alert as there are concerns about protests and political violence. FOX 5's Sierra Fox gives us a glimpse of what it looks like downtown.
Vice President Kamala Harris election night watch party parking restrictions and street closures,Parking restrictions and street closures will be enforced in the nation's capital as Vice President Kamala Harris’ campaign hosts her election night watch party at Howard University.,"November 4, 2024 8:49pm EST",WASHINGTON-Parking restrictions and street closures will be enforced in the nation's capital as Vice President Kamala Harris’ campaign hosts her election night watch party at Howard University.
Couple calls for hate crime investigation after violent attack on Metrobus,"Two men who recently moved to Washington, D.C., say they were the victims of a violent attack on a Metrobus and are urging officials to investigate the incident as a hate crime.","November 4, 2024 7:05pm EST","Two men who recently moved to Washington, D.C., say they were the victims of a violent attack on a Metrobus and are urging officials to investigate the incident as a hate crime. FOX 5's Homa Bash has the latest details."
"Downtown DC businesses board up windows, doors ahead of Election Day","As D.C. works to increase safety measures ahead of Election Day, people are also doing what they can to keep their businesses safe by boarding up their glass windows and doors.","November 4, 2024 5:41pm EST","As D.C. works to increase safety measures ahead of Election Day, people are also doing what they can to keep their businesses safe by boarding up their glass windows and doors."
Asian elephant named 'Kamala' dies at Smithsonian’s National Zoo,"An Asian elephant named Kamala had to be euthanized Friday, the Smithsonian National Zoo said over the weekend.","November 4, 2024 4:50pm EST",
When will we know who won the election? Experts weigh in,There are seven days until the election but how many days will it be before we know who won? Opinions from experts vary on when voters will know who the next president will be.,"November 4, 2024 4:26pm EST",PREVIOUS COVERAGE: There are seven days until the election but how many days will it be before we know who won? Opinions from experts vary on when voters will know who the next president will be.
"Are schools open or closed on Election Day 2024 in DC, Maryland, and Virginia?","On Tuesday, November 5, 2024, many school districts across the country will be closed for Election Day - including many in the Washington, D.C., Maryland, and Virginia areas.","November 4, 2024 1:46pm EST","WASHINGTON-On Tuesday, November 5, 2024, many school districts across the country will be closed for Election Day - including many in the Washington, D.C., Maryland, and Virginia areas."
"Election 2024: Sample ballots for DC, Maryland, Virginia","Polling places across Washington, D.C., Maryland, and Virginia will open on Election Day.","November 4, 2024 12:29pm EST","Washington Post national political reporter Sabrina Rodriguez has traveled with both Donald Trump and Kamala Harris across the country in the final days of their ground game. She also covered the Latino ""trash"" comments this week. She joins On The Hill to talk about the comments, how this is playing out, and what the candidates are doing as they crisscross the swing states."
"How to vote in person on Election Day in DC, Maryland, and Virginia","Polling places across Washington, D.C., Maryland, and Virginia will open on Election Day.  Here’s what you need to know to make sure you can vote in person at your polling location:","November 4, 2024 10:58am EST","WASHINGTON-Polling places across Washington, D.C., Maryland, and Virginia will open on Election Day.  Here’s what you need to know to make sure you can vote in person at your polling location:"
"When do the polls open in DC, Maryland, Virginia?","The 2024 presidential election will take place on Tuesday, Nov. 5. It's a historic election that has brought a record number of early voters in many states.","November 4, 2024 10:56am EST","Washington Post national political reporter Sabrina Rodriguez has traveled with both Donald Trump and Kamala Harris across the country in the final days of their ground game. She also covered the Latino ""trash"" comments this week. She joins On The Hill to talk about the comments, how this is playing out, and what the candidates are doing as they crisscross the swing states."
"Where to vote on Election Day in DC, Maryland, and Virginia","Voters in Washington, D.C., Maryland, and Virginia will cast their ballots at polling places across the DMV on Election Day. Here’s what you need to know to find your voting station.","November 4, 2024 10:37am EST","WASHINGTON-Voters inWashington, D.C.,Maryland, andVirginiawill cast their ballots at polling places across the DMV on Election Day. Here’s what you need to know to find your voting station."
Howard University prepares to host Harris election night watch party,"Vice President Kamala Harris will return to Howard University on election night. Harris, who graduated from the university, plans to spend Tuesday evening with at her alma mater.","November 4, 2024 2:17am EST","Vice President Kamala Harris will return to Howard University on election night. Harris, who graduated from the university, plans to spend tuesday evening with at her alma mater. With that comes and increased security presence and safety measures to help students and the vice president safe as they prepare for Tuesday’s event."
Authorities step up security around DC ahead of election,D.C. police and federal government officials are increasing security around the District in the days leading up to the election and in the weeks following.,"November 4, 2024 12:56am EST","This past week, FOX 5 has told you about added security measures across the District as we approach Election Day. This Sunday, crews added fences surrounding the Naval Observatory -- a symbol of safety, and uncertainty, as America votes. Our David Kaplan reports from the Observatory in Northwest tonight."
DC woman fights thousands in traffic tickets mistakenly issued to her,A D.C. woman has accumulated thousands of dollars in speeding tickets – and she has no plans to pay them.,"November 1, 2024 5:32pm EDT",A D.C. woman has accumulated thousands of dollars in speeding tickets – and she has no plans to pay them. FOX 5's Homa Bash has the story.
"Man suspected of stealing dog from DC boat arrested, charged: police",D.C. police have arrested a man suspected of stealing a dog off a boat in southeast Washington.,"November 1, 2024 10:44am EDT",WASHINGTON-D.C. police have arrested a man suspected ofstealing a dogoff a boat in southeastWashington.
DC police investigate overnight homicide morning following Halloween,D.C. police are investigating after a man was shot and killed Halloween night in northeast Washington.,"November 1, 2024 10:44am EDT",WASHINGTON-D.C. policeare investigating an overnight homicide after a man wasshot and killedthe morning following Halloween in northeast Washington.
"DC street race goes viral, Tesla and Lamborghini faceoff on Key Bridge",A video of a street race in D.C. is going viral just days after Elon Musk shared a similar video in Virginia.,"November 1, 2024 10:40am EDT",A video less than 30 seconds shows what appears to be a black Lamborghini racing a black Tesla with a Trump flag hanging out of the window on the Key Bridge in D.C.
"Pollster talks 2024 election trends, public sentiment","On ""The Final 5,"" Cliff Young, President of Polling at Ipsos, joined Jim Lokay to break down the latest polling data for the 2024 election. Covering topics from voter confidence to the possibility of post-election unrest, Young provided insights into what the numbers reveal about America's political climate.","November 1, 2024 6:47am EDT","Jim Lokay breaks down the latest polling trends and what's on voters' minds with Ipsos President of Polling Cliff Young on ""The Final 5."""
"Virginia Senate nominee Hung Cao discusses Senate race, key issues, and immigration","In the final week before Election Day, Hung Cao, the Republican Senate nominee for Virginia, joined Jim Lokay on *The Final 5 with Jim Lokay* to discuss his campaign, concerns over the economy and immigration, and why he believes it’s time for a change in Virginia’s Senate seat.","November 1, 2024 6:42am EDT","In the final week before Election Day, Hung Cao, the Republican Senate nominee for Virginia, joined Jim Lokay on ""The Final 5"" to discuss his campaign, concerns over the economy and immigration, and why he believes it’s time for a change in Virginia’s Senate seat."
"DC businesses board up, boost security ahead of Election Day","With election day less than a week away, for some businesses, security preparations are already well underway.","October 31, 2024 10:34pm EDT","With Election Day less than a week away, for some businesses, security preparations are already well underway. FOX 5's Josh Rosenthal has the story."
"Harris holding Election Night watch party at Howard University, campaign confirms","Vice President Kamala Harris' campaign has confirmed that she will hold her election night watch party at Howard University, her alma mater.","October 31, 2024 5:19pm EDT",Howard University
Gay model's alleged attack in DC McDonald's under investigation,A 22-year-old Colombian model was allegedly attacked in what he describes as a hate-motivated assault outside a McDonald's in the U Street corridor early Sunday.,"October 31, 2024 3:59pm EDT",A 22-year-old Colombian model was allegedly attacked in what he describes as a hate-motivated assault outside a McDonald's in the U Street corridor early Sunday.
Harris vs. Trump: Who's winning in the polls with 5 days to go?,"The race between Kamala Harris and Donald Trump is still essentially a coin flip, analysts say. Here's how the swing states are polling.","October 31, 2024 11:54am EDT","With only 6 days until Election 2024, Battleground delivers crucial analysis of Kamala Harris's defining closing argument and the unprecedented voter turnout in key swing states. Plus, exclusive insights into the battle for Black male voters and a fascinating look at the 'micro communities' that could ultimately decide this historic election. Join S.E. Cupp for an in-depth examination of the demographic shifts and strategic moves shaping the final days of this race."
Murdoch Children's Research Institute takes on mission to conquer children's heart disease,The Murdoch Children's Research Institute has announced a new partnership with a mission to target children's heart disease.,"October 31, 2024 11:21am EDT",The Murdoch Children's Research Institute has announced a new partnership with a mission to target children's heart disease.
DC Halloween trick-or-treat forecast: Wickedly warm with highs in the 80s,"A wickedly warm Halloween forecast for the Washington, D.C. region with high temperatures in the low-80s on Thursday.","October 31, 2024 10:11am EDT","FOX 5’s Tucker Barnes is dressed up as Shaggy from Scooby-Doo and has the wickedly warm Halloween forecast for the Washington, D.C. region."
Family of beloved DJ speaks out after robbery leaves him in coma,The family of a well-known D.C. DJ is pleading for public help after police say he was robbed early Sunday morning.,"October 30, 2024 10:01pm EDT",WASHINGTON-The family of a well-known D.C. DJ is pleading for the public to help after police say he wasrobbedearly Sunday morning.
DC residents grapple with anxiety as Election Day nears,"With Election Day just days away, anxiety is running high in the nation’s capital as residents weigh their safety and stability amid the intensifying political climate.","October 30, 2024 6:03pm EDT","With Election Day just days away, anxiety is running high in the nation’s capital as residents weigh their safety and stability amid the intensifying political climate. FOX 5's Tom Fitzgerald spoke to residents about how they're feeling."
Blue pumpkin basket meaning ahead of Halloween 2024,Halloween is right around the corner and trick or treaters could be sporting a blue-colored pumpkin instead of an orange one. Here's why.,"October 30, 2024 3:32pm EDT","WASHINGTON, D.C.-Halloween is right around the corner and trick or treaters could be sporting a blue-colored pumpkin instead of an orange one. Here's why."
Two arrested for assaulting officer near VP Harris rally in DC,Two people were arrested Tuesday night near Vice President Kamala Harris' rally on charges of assaulting a police officer.,"October 29, 2024 11:28pm EDT",DC Police Lights
"Harris rallies voters at Ellipse, calls out Trump's divisive politics",Kamala Harris promised that she will put the country before party and herself as she stood before an overflowing crowd near the White House on Tuesday.,"October 29, 2024 10:43pm EDT","Vice President Kamala Harris billed her speech on the Ellipse Tuesday as her ""closing argument."" A massive crowd came to watch and FOX 5's Josh Rosenthal was there."
DC police announce several road closures ahead of Harris speech at the Ellipse,D.C. police have announced multiple road closures that will go into effect Tuesday afternoon as the District prepares for Vice President Kamala Harris' final campaign speech at the Ellipse.,"October 29, 2024 5:22pm EDT","Vice President is gearing up to make a speech on the Ellipse Tuesday, and tens of thousands of people are expected to attend. FOX 5's Sierra Fox has all the details about the highly-anticipated event."
2024 Presidential Election: How to track your ballot and what to do if it's damaged,"A number of ballot drop boxes around the country have been set on fire, raising new concerns about the security of mail-in ballot boxes.","October 29, 2024 4:34pm EDT","WASHINGTON, D.C.-A number of ballot drop boxes around the country have been set on fire, raising new concerns about the security of mail-in ballot boxes."
"Tiki torch statue goes up in DC, joining Pelosi poop desk 'honoring' Trump supporters","A tiki torch statue hearkening back to the 2017 white nationalist rally in Charlottesville, Va. went up in Freedom Plaza Monday.","October 29, 2024 12:55pm EDT",Credit: Chris L.
37th Annual High Heel Race returns to DC,The 37th Annual High Heel Race was another roaring success in the Dupont neighborhood of D.C. on Tuesday night.,"October 29, 2024 11:28am EDT",The iconic 17th Street High Heel Race is coming back tonight!
Man dies from shooting after arriving at DC fire station with gunshot wounds,Authorities say a man has died from a shooting after he arrived at a D.C. fire station with gunshot wounds.,"October 29, 2024 6:59am EDT",WASHINGTON-Authorities say a man has died from a shooting after he arrived at a D.C. fire station with gunshot wounds.
DC early voting begins as 2024 presidential elections head into final stretch,D.C. early voting began Monday and lasts through November 3rd as the nation heads into the final stretch ahead of the 2024 presidential elections.,"October 28, 2024 12:02pm EDT",D.C. early voting began Monday and lasts through November 3rd as the nation heads into the final stretch ahead of the 2024 presidential elections.
Warmest DC Halloween in 50 years possible as temperatures expected to near 80 degrees,FOX 5’s Tucker Barnes say get ready for the Halloween heat!,"October 28, 2024 11:34am EDT","Tucker Barnes has the FOX 5 Weather forecast for Monday, October 28"
Designer sneakers stolen from DC apartment ransacked by thief caught on camera: police,Authorities say designer sneakers and other accessories worth thousands of dollars were stolen when thieves busted into a D.C. apartment unit over the weekend.,"October 28, 2024 11:34am EDT",WASHINGTON-Authorities say designer sneakers and other accessories worth thousands of dollars were stolen when thieves busted into a D.C. apartment unit over the weekend.
DC Early Voting 2024: List of 25 early voting locations,Early voting has kicked off in D.C. and will last until November 3.,"October 28, 2024 9:07am EDT","Kathy Henderson, D.C. Advisory Neighborhood Commissioner (5D06) talks recent updates in Trayon White's case."
2 deadly shootings rock Southeast DC neighborhood,Police are searching for the suspect in yet another homicide in Southeast D.C.It was the second in less than 24 hours.,"October 28, 2024 1:59am EDT",Police are searching for the suspect in yet another homicide in Southeast D.C.It was the second in less than 24 hours.
2 transported from Marine Corps Marathon for life threatening medical emergencies,"Two people had to be hospitalized after suffering serious, life-threatening medical emergencies during the Marine Corp Marathon Sunday.","October 27, 2024 2:05pm EDT","WASHINGTON D.C., Memorial Bridge spans Potomac River and features Lincoln Memorial. (Photo by: Visions of America/Universal Images Group via Getty Images)"
1 man found dead following a shooting in Southeast DC: police,D.C. police are on the scene of a shooting that left one man injured in Southeast.,"October 26, 2024 5:15pm EDT","WASHINGTON, D.C.-D.C. police are on the scene of a shooting that left one man dead in Southeast."
Photo released of suspect wanted for murder in DC: police,D.C. police have released a photo of a wanted suspect for murder in Northwest.,"October 26, 2024 4:11pm EDT","WASHINGTON, D.C.-D.C. police have released a photo of a wanted suspect for murder in Northwest."
D.C. police search for vehicle involved in Southeast burglary,"The Metropolitan Police Department continues to search for a vehicle involved in a burglary in Southeast, D.C.","October 26, 2024 12:09pm EDT","WASHINGTON, D.C.-The Metropolitan Police Department continues to search for a vehicle involved in a burglary in Southeast, D.C."
"Teen shot dead, man injured in DC shooting rampage","A 16-year-old boy was killed, and another man injured in a Friday shooting that has left D.C. police scrambling for answers.","October 25, 2024 9:08pm EDT","A 16-year-old boy was killed, and another man injured in a Friday shooting that has left D.C. police scrambling for answers."
4 scooters set on fire in Southeast DC neighborhood caught on surveillance camera: police,D.C. officials continue to investigate a fire involving four scooters in a Southeast neighborhood.,"October 25, 2024 3:54pm EDT",D.C. officials continue to investigate a fire involving four scooters in a D.C. neighborhood.
"17 year old steals moped at gunpoint, flees police in DC",D.C. police have arrested a 17-year-old suspect who robbed a man at gunpoint and took his moped in Northwest.,"October 25, 2024 2:52pm EDT","WASHINGTON, D.C.-D.C. police have arrested a 17-year-old suspect who robbed a man at gunpoint and took his moped in Northwest."
"DC weather this weekend: Front moves through Saturday, but will it rain?","It will be a sunny and cool weekend in the Washington, D.C. region with plenty of sunshine and highs in the 60s.","October 25, 2024 1:15pm EDT","Taylor Grenda has the FOX 5 Weather forecast for Friday, October 25."
Jayden Daniels’ injury may prevent rookie QB showdown when Washington Commanders host Bears,The matchup between the  Chicago Bears and  Washington Commanders will feature a quarterback selected with the first pick in the draft against one taken second.,"October 25, 2024 11:08am EDT","ASHBURN, Va.-The matchup between the  Chicago Bears and  Washington Commanders will feature a quarterback selected with the first pick in the draft against one taken second."
Is this DC's most haunted house? A look inside the Octagon,"In the early 1800s, the Octagon House served as the White House for President James Madison, but today, it has plenty of ghostly activity to share.","October 25, 2024 9:03am EDT","Octagon House, between 1910 and 1920. Artist Harris &amp; Ewing. (Photo by Heritage Art/Heritage Images via Getty Images)"
Huge bronze poop statue 'honoring' Jan. 6 rioters appears on Capitol Hill,"An interesting statue was dropped on Capitol Hill recently and right now, it’s unclear where it came from.","October 24, 2024 11:11pm EDT",
New bill seeks to limit loud protests near homes in DC neighborhoods,"The D.C. Council is considering a new emergency bill that would restrict protests in residential areas, following years of demonstrations outside homes that have disturbed local neighborhoods.","October 24, 2024 9:41pm EDT","The D.C. Council is considering a new emergency bill that would restrict protests in residential areas, following years of demonstrations outside homes that have disturbed local neighborhoods. FOX 5's Nana-Sentuo Bonsu spoke to community members about the issue."
12 animals rescued from deplorable conditions at Southwest DC home,The Humane Rescue Alliance rescued a dozen animals living in deplorable conditions at a home in Southwest D.C. Wednesday.,"October 24, 2024 2:37pm EDT",
DC Councilmember Vincent C. Gray to stop casting council votes due to dementia,Ward 7 Councilmember Vincent C. Gray announced Thursday that he would no longer vote on legislation due to early-stage dementia.,"October 24, 2024 2:24pm EDT",WASHINGTON-Ward 7 Councilmember Vincent C. Gray announced Thursday that he would no longer vote on legislation due to early-stage dementia.
2 suspects shoot at each other following verbal altercation in Southeast DC,"D.C. police continue to search for two suspects and two vehicles involved in a shooting in Southeast, D.C.","October 24, 2024 12:43pm EDT","WASHINGTON, D.C.-D.C. police continue to search for two suspects and two vehicles involved in a shooting in Southeast, D.C."
DC gas station worker in critical condition after shot in chest,A gas station employee is in critical but stable condition after she was shot in northeast D.C.,"October 24, 2024 10:06am EDT",A gas station employee is in critical but stable condition after she was shot in northeast D.C.
Man rescued from vehicle after water main break floods DC roadway,"Authorities say a man was rescued from his vehicle after a water main break flooded a Washington, D.C. roadway Thursday.","October 24, 2024 9:50am EDT","Authorities say a man was rescued from his vehicle after a water main break flooded a Washington, D.C. roadway Thursday."
DMV Winter 2024-2025 Outlook: What we can expect from La Niña,"Winter is on its way! Here's a look at our DMV Winter 2024-2025 Outlook for what Washington, D.C., Maryland, and Virginia can expect this winter from the season's La Niña weather pattern.","October 24, 2024 8:58am EDT","Winter is on its way! Here's a look at our DMV Winter 2024-2025 Outlook for what Washington, D.C., Maryland, and Virginia can expect this winter from the season's La Niña weather pattern."
"DC shooting leaves 1 dead, nearby early learning center placed on lockdown","Police are investigating a fatal shooting that occurred Wednesday afternoon in Southeast D.C., leaving local residents on edge and prompting a nearby childhood education center to go on lockdown.","October 23, 2024 11:00pm EDT","Police are investigating a fatal shooting that occurred Wednesday afternoon in Southeast D.C., leaving local residents on edge and prompting a nearby childhood education center to go on lockdown. FOX 5's Shomari Stone spoke to a community member who is fed up with the violence."
&pizza removing Marion Berry knots from menu 'effective immediately',"&pizza says that they are removing their new “Marion Berry knots"" from the menu after swift backlash came from the community over the product, which made light of former Mayor Marion Barry.","October 23, 2024 4:41pm EDT",More fallout and calls for a boycott over a new dessert menu item at a D.C.-based pizza chain. Critics say it disparages the memory of the late D.C. Mayor Marion Barry - and pokes fun at his one-time drug addiction. FOX 5's Bob Barnard reports from Dupont Circle with the story.
Suspect steals property from school classroom in Southeast DC: police,"The Metropolitan Police Department is searching for a suspect involved in a burglary at a school in Southeast, D.C.","October 23, 2024 10:38am EDT","WASHINGTON, D.C.-The Metropolitan Police Department is searching for a suspect involved in a burglary at a school in Southeast, D.C."
DC NAACP demands &pizza remove Marion Berry Knots from menu,The local branch of the NAACP has demanded the company remove the product from its menu.,"October 22, 2024 11:45pm EDT","WASHINGTON-&pizza is facing mounting criticism in D.C. overits latest dessert item, the ""Marion Berry Knots."""
DC activists call for &pizza boycott and removal of 'Marion Berry knots' from menu,D.C. activists are calling for the removal of a new menu item and a boycott of the pizza chain &pizza.,"October 22, 2024 2:28pm EDT","A D.C. pizza chain is facing backlash over a new menu item ""Marion Berry Knots"" and its advertising."
DC planning security protocols for potentially volatile period between election and inauguration,"Washington, D.C. officials are in the early planning stages of the election and presidential inauguration – including security protocols.","October 22, 2024 10:58am EDT","Washington, D.C. officials are in the early planning stages of the election and presidential inauguration – including security protocols."
DC warm weather continues with late summer feel; cooler temps expected later in week,"The Washington, D.C. area will experience a late summer feel on Tuesday as the stretch of warm weather continues.","October 22, 2024 10:15am EDT","Taylor Grenda has the FOX 5 Weather forecast for Tuesday, October 22"
2024 Best Cities for Halloween: DC ranks 7th in WalletHub’s report,Halloween is right around the corner and WalletHub has released its 2024 report on the Best Cities for Halloween.,"October 22, 2024 10:14am EDT",WASHINGTON-Halloween is right around the corner and WalletHub has released its 2024 report on the Best Cities for Halloween.
Shakira to headline WorldPride 2025 show when world tour stops in DC,"Big news for Washington, D.C. area Shakira fans! The singer announced she's going on a world tour next year -- and one of the stops is right here in the nation’s capital!","October 22, 2024 8:57am EDT","WASHINGTON-Big news for Washington, D.C. area Shakira fans! The singer announced she's going on a world tour next year -- and one of the stops is right here in the nation’s capital!"
&pizza under fire for naming dessert after former Mayor Marion Barry,A D.C. pizza chain is facing backlash over its decision to name a menu item after the late Marion Barry.,"October 21, 2024 11:25pm EDT",A D.C. pizza chain is facing backlash over its decision to name a menu item after the late Marion Barry. FOX 5's Sierra Fox has the story.
DC mom mourns son gunned down outside his home,A D.C. mother is grieving after her 21-year-old son was shot and killed near their home in Southeast.,"October 21, 2024 10:40pm EDT",A D.C. mother is grieving after her 21-year-old son was shot and killed near their home in Southeast. FOX 5's Shomari Stone has the story.
DC Mayor Bowser proposes $87.5 million purchase of Capital One Arena; project renderings released,"Washington, D.C. Mayor Muriel Bowser has proposed legislation to purchase Capital One Arena for $87.5 million.","October 21, 2024 5:54pm EDT",New details on plans to upgrade Capital One Arena and keep the Wizards and Capitals in the district. FOX 5’s David Kaplan reports from outside the arena.
